[CKPT] saved checkpoints/full_imu_tartan_v2_long_20k_001000.pth
[  1100,  0.0000497]     0.9471,     0.0417,     0.6677,     0.8192,     6.3045,    16.5813,     0.5262,     0.2834,    10.2055,    29.7800,     0.0098,    -0.0038,    -0.0033,    -0.0084,     0.0001,     0.0000,    -0.0000,     0.0000,     0.7317,     0.6650,     0.7975,     0.0201, 
[  1200,  0.0000497]     1.1871,     0.0676,     0.6340,     0.7787,     6.7833,    21.6231,     0.4925,     0.2921,    10.4346,    29.8800,     0.0099,    -0.0043,    -0.0032,    -0.0084,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.6561,     0.5644,     0.7504,     0.0201, 
[  1300,  0.0000496]     1.4660,     0.0780,     0.6811,     0.7764,     6.1186,    20.6165,     0.5108,     0.2888,    10.1391,    29.8100,     0.0108,    -0.0046,    -0.0041,    -0.0088,     0.0001,     0.0000,    -0.0000,     0.0000,     0.5140,     0.4044,     0.6268,     0.0201, 
[  1400,  0.0000495]     1.0358,     0.0468,     0.6715,     0.8113,     6.4910,    18.8683,     0.5003,     0.3132,    11.0731,    29.8800,     0.0119,    -0.0052,    -0.0048,    -0.0096,     0.0000,    -0.0000,     0.0000,     0.0000,     0.5608,     0.4555,     0.6693,     0.0201, 
[  1500,  0.0000495]     1.0811,     0.0507,     0.6708,     0.8061,     6.6300,    18.5947,     0.5062,     0.2896,    10.3387,    29.8000,     0.0122,    -0.0051,    -0.0047,    -0.0100,     0.0000,    -0.0000,    -0.0000,     0.0000,     0.5919,     0.4833,     0.7129,     0.0201, 
[  1600,  0.0000494]     0.9645,     0.0611,     0.6927,     0.7846,     6.6560,    18.8023,     0.5230,     0.2856,    10.2259,    29.8300,     0.0126,    -0.0056,    -0.0043,    -0.0104,     0.0000,    -0.0000,    -0.0000,    -0.0000,     0.5583,     0.4497,     0.6686,     0.0201, 
[  1700,  0.0000493]     1.0756,     0.0709,     0.6620,     0.7880,     6.3353,    21.0276,     0.5140,     0.2990,    10.4872,    29.8800,     0.0130,    -0.0055,    -0.0048,    -0.0107,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.5596,     0.4515,     0.6728,     0.0201, 
[  1800,  0.0000492]     1.2376,     0.0603,     0.6845,     0.8128,     6.2574,    19.3813,     0.5155,     0.2920,    10.4087,    29.8400,     0.0140,    -0.0055,    -0.0056,    -0.0116,     0.0000,     0.0000,    -0.0000,     0.0000,     0.6453,     0.5439,     0.7447,     0.0202, 
[  1900,  0.0000491]     0.6837,     0.0490,     0.6995,     0.7933,     6.0041,    17.0089,     0.5205,     0.3041,    10.7341,    29.9000,     0.0151,    -0.0058,    -0.0059,    -0.0126,     0.0000,     0.0000,     0.0000,     0.0000,     0.7027,     0.6194,     0.7903,     0.0202, 
[  2000,  0.0000490]     1.3063,     0.0537,     0.6496,     0.7956,     6.5082,    17.7027,     0.5082,     0.2911,    10.4131,    29.9000,     0.0154,    -0.0060,    -0.0061,    -0.0129,     0.0000,     0.0000,    -0.0000,     0.0000,     0.6789,     0.5822,     0.7766,     0.0202, 
[CKPT] saved checkpoints/full_imu_tartan_v2_long_20k_002000.pth
[  2100,  0.0000489]     0.8972,     0.0620,     0.6629,     0.7963,     6.7442,    20.4233,     0.5051,     0.2844,    10.1397,    29.8700,     0.0160,    -0.0064,    -0.0063,    -0.0132,     0.0000,     0.0000,     0.0000,     0.0000,     0.6547,     0.5476,     0.7658,     0.0202, 
[  2200,  0.0000488]     1.2262,     0.0759,     0.6777,     0.7846,     6.3118,    21.0900,     0.5111,     0.2920,    10.3043,    29.8500,     0.0171,    -0.0064,    -0.0071,    -0.0142,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.6726,     0.5780,     0.7685,     0.0202, 
[  2300,  0.0000486]     1.2009,     0.0559,     0.6838,     0.8009,     6.2727,    18.7376,     0.5145,     0.3055,    10.8094,    29.8300,     0.0182,    -0.0066,    -0.0080,    -0.0150,     0.0001,     0.0000,     0.0000,     0.0000,     0.6792,     0.5911,     0.7709,     0.0202, 
[  2400,  0.0000485]     1.1614,     0.0558,     0.6647,     0.7841,     6.3629,    19.3012,     0.4876,     0.3019,    10.6829,    29.8800,     0.0187,    -0.0062,    -0.0078,    -0.0159,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.7109,     0.6136,     0.8142,     0.0202, 
[  2500,  0.0000484]     1.0857,     0.0713,     0.6241,     0.7754,     6.8814,    21.1943,     0.5061,     0.2823,    10.0842,    29.8400,     0.0187,    -0.0063,    -0.0070,    -0.0161,     0.0000,     0.0000,     0.0000,    -0.0000,     0.6806,     0.5809,     0.7831,     0.0202, 
[  2600,  0.0000482]     0.8808,     0.0596,     0.6455,     0.8046,     6.2795,    18.2602,     0.5164,     0.2984,    10.5096,    29.9000,     0.0198,    -0.0066,    -0.0072,    -0.0172,     0.0000,     0.0000,     0.0000,     0.0000,     0.6896,     0.5969,     0.7866,     0.0202, 
[  2700,  0.0000481]     1.3534,     0.0643,     0.6581,     0.8110,     6.8786,    21.2419,     0.5046,     0.2886,    10.3443,    29.8700,     0.0211,    -0.0073,    -0.0081,    -0.0181,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.7459,     0.6540,     0.8352,     0.0203, 
[  2800,  0.0000479]     0.8884,     0.0536,     0.6908,     0.7984,     5.8950,    17.9532,     0.5166,     0.3123,    10.9848,    29.9200,     0.0221,    -0.0080,    -0.0084,    -0.0188,     0.0000,     0.0000,     0.0000,     0.0000,     0.7298,     0.6418,     0.8175,     0.0203, 
[  2900,  0.0000477]     1.1327,     0.0445,     0.6442,     0.8024,     6.8321,    17.9477,     0.5028,     0.2890,    10.3476,    29.8300,     0.0224,    -0.0078,    -0.0082,    -0.0193,     0.0000,    -0.0000,    -0.0000,    -0.0000,     0.6885,     0.5875,     0.7976,     0.0203, 
[  3000,  0.0000476]     1.1054,     0.0573,     0.6732,     0.8073,     6.6417,    19.0646,     0.5162,     0.2802,    10.0788,    29.8000,     0.0226,    -0.0079,    -0.0081,    -0.0196,     0.0000,    -0.0000,     0.0000,    -0.0000,     0.6423,     0.5314,     0.7573,     0.0203, 
[CKPT] saved checkpoints/full_imu_tartan_v2_long_20k_003000.pth
[  3100,  0.0000474]     0.9645,     0.0657,     0.6652,     0.7929,     6.1084,    19.6340,     0.5243,     0.2981,    10.5699,    29.8800,     0.0232,    -0.0081,    -0.0087,    -0.0200,     0.0001,     0.0000,    -0.0000,     0.0000,     0.6028,     0.4841,     0.7251,     0.0203, 
[  3200,  0.0000472]     1.1709,     0.0511,     0.6812,     0.8364,     6.7830,    20.6625,     0.5074,     0.3046,    10.8341,    29.8200,     0.0241,    -0.0085,    -0.0097,    -0.0203,     0.0001,     0.0000,    -0.0000,    -0.0000,     0.6105,     0.5041,     0.7233,     0.0203, 
[  3300,  0.0000470]     1.1026,     0.0575,     0.6936,     0.7785,     6.3053,    19.8984,     0.4991,     0.2995,    10.6699,    29.8800,     0.0246,    -0.0087,    -0.0095,    -0.0210,     0.0000,     0.0000,     0.0000,     0.0000,     0.6939,     0.5949,     0.7967,     0.0203, 
[  3400,  0.0000468]     0.9816,     0.0457,     0.6705,     0.8239,     6.2023,    16.4904,     0.5300,     0.2821,    10.0862,    29.8100,     0.0249,    -0.0089,    -0.0089,    -0.0214,     0.0001,    -0.0000,     0.0000,    -0.0000,     0.6539,     0.5397,     0.7683,     0.0203, 
[  3500,  0.0000466]     0.8560,     0.0624,     0.6469,     0.8044,     6.5941,    20.3700,     0.5128,     0.2891,    10.2811,    29.8900,     0.0252,    -0.0090,    -0.0088,    -0.0219,     0.0000,     0.0000,     0.0000,     0.0000,     0.6096,     0.4967,     0.7256,     0.0203, 
[  3600,  0.0000464]     1.6307,     0.0737,     0.6798,     0.7786,     6.4615,    21.9451,     0.5030,     0.2960,    10.4060,    29.7300,     0.0267,    -0.0088,    -0.0100,    -0.0232,     0.0000,     0.0000,    -0.0000,     0.0000,     0.5317,     0.4076,     0.6666,     0.0203, 
[  3700,  0.0000462]     0.9732,     0.0492,     0.6901,     0.8227,     6.1059,    19.3964,     0.5132,     0.3098,    10.9811,    29.8900,     0.0280,    -0.0092,    -0.0103,    -0.0243,     0.0000,     0.0000,     0.0000,     0.0000,     0.5638,     0.4498,     0.6816,     0.0203, 
[  3800,  0.0000460]     1.0042,     0.0544,     0.6476,     0.7943,     6.7417,    20.6682,     0.4966,     0.2890,    10.2911,    29.8800,     0.0285,    -0.0090,    -0.0101,    -0.0251,     0.0000,    -0.0000,    -0.0000,    -0.0000,     0.5832,     0.4536,     0.7188,     0.0203, 
[  3900,  0.0000458]     1.0091,     0.0700,     0.6572,     0.7770,     6.3117,    20.9043,     0.5112,     0.2869,    10.3015,    29.8200,     0.0290,    -0.0091,    -0.0101,    -0.0256,     0.0000,     0.0000,     0.0000,    -0.0000,     0.5082,     0.3857,     0.6440,     0.0203, 
[  4000,  0.0000456]     1.1537,     0.0735,     0.6792,     0.7906,     6.3343,    21.8698,     0.5132,     0.2942,    10.4091,    29.8000,     0.0296,    -0.0093,    -0.0101,    -0.0262,     0.0000,     0.0000,    -0.0000,     0.0000,     0.3633,     0.2294,     0.5169,     0.0203, 
[CKPT] saved checkpoints/full_imu_tartan_v2_long_20k_004000.pth
[  4100,  0.0000454]     1.1980,     0.0531,     0.6758,     0.8234,     5.7869,    18.4223,     0.5252,     0.2965,    10.5991,    29.8000,     0.0303,    -0.0093,    -0.0106,    -0.0269,     0.0000,     0.0000,    -0.0000,     0.0000,     0.3581,     0.2341,     0.4956,     0.0204, 
[  4200,  0.0000451]     0.9106,     0.0517,     0.6781,     0.8075,     5.9907,    19.0014,     0.5169,     0.2984,    10.6245,    29.8800,     0.0308,    -0.0093,    -0.0105,    -0.0275,     0.0000,     0.0000,     0.0000,     0.0000,     0.3788,     0.2623,     0.5179,     0.0204, 
[  4300,  0.0000449]     0.9607,     0.0423,     0.6638,     0.8275,     6.1414,    16.3129,     0.5143,     0.2867,    10.2609,    29.8400,     0.0311,    -0.0096,    -0.0107,    -0.0276,     0.0000,    -0.0000,    -0.0000,    -0.0000,     0.3492,     0.2251,     0.4865,     0.0204, 
[  4400,  0.0000446]     1.2102,     0.0741,     0.6220,     0.7750,     6.9851,    22.1080,     0.4906,     0.2907,    10.3667,    29.8500,     0.0314,    -0.0100,    -0.0108,    -0.0278,     0.0000,     0.0000,     0.0000,    -0.0000,     0.4239,     0.2867,     0.5831,     0.0204, 
[  4500,  0.0000444]     1.2632,     0.0716,     0.6886,     0.8027,     6.5563,    21.5998,     0.5193,     0.2886,    10.2021,    29.8200,     0.0318,    -0.0097,    -0.0113,    -0.0281,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.4285,     0.3042,     0.5731,     0.0204, 
[  4600,  0.0000441]     1.0855,     0.0553,     0.6480,     0.7640,     6.3487,    20.1174,     0.4949,     0.3058,    10.8381,    29.8500,     0.0329,    -0.0099,    -0.0119,    -0.0291,     0.0000,     0.0000,     0.0000,     0.0000,     0.4501,     0.3197,     0.5913,     0.0204, 
[  4700,  0.0000439]     1.0646,     0.0484,     0.6779,     0.8263,     6.7580,    18.3320,     0.4966,     0.2976,    10.5307,    29.8700,     0.0328,    -0.0101,    -0.0118,    -0.0289,     0.0000,     0.0000,    -0.0000,     0.0000,     0.4421,     0.3182,     0.5854,     0.0204, 
[  4800,  0.0000436]     1.2678,     0.0656,     0.6457,     0.7878,     6.7821,    19.2008,     0.5119,     0.2836,    10.2138,    29.8200,     0.0333,    -0.0104,    -0.0120,    -0.0293,     0.0000,     0.0000,    -0.0000,     0.0000,     0.3644,     0.2431,     0.4998,     0.0204, 
[  4900,  0.0000434]     0.7760,     0.0535,     0.6868,     0.8264,     6.2251,    18.2485,     0.5174,     0.2919,    10.3360,    29.9300,     0.0338,    -0.0103,    -0.0121,    -0.0298,     0.0000,     0.0000,     0.0000,    -0.0000,     0.4026,     0.2892,     0.5308,     0.0204, 
[  5000,  0.0000431]     1.4266,     0.0689,     0.6670,     0.7934,     6.6163,    20.6716,     0.5035,     0.2941,    10.4160,    29.7900,     0.0345,    -0.0103,    -0.0130,    -0.0302,     0.0000,     0.0000,    -0.0000,     0.0000,     0.4885,     0.3576,     0.6286,     0.0204, 
[CKPT] saved checkpoints/full_imu_tartan_v2_long_20k_005000.pth
[  5100,  0.0000428]     0.9387,     0.0511,     0.6799,     0.8009,     5.7127,    17.0184,     0.5230,     0.3098,    10.9236,    29.8200,     0.0351,    -0.0103,    -0.0132,    -0.0309,     0.0000,     0.0000,     0.0000,     0.0000,     0.6416,     0.5260,     0.7580,     0.0205, 
[  5200,  0.0000425]     1.1069,     0.0517,     0.6867,     0.8150,     6.6820,    18.2171,     0.5088,     0.2857,    10.2016,    29.8100,     0.0356,    -0.0102,    -0.0134,    -0.0314,     0.0000,     0.0000,     0.0000,    -0.0000,     0.6463,     0.5304,     0.7695,     0.0205, 
[  5300,  0.0000422]     1.1128,     0.0724,     0.6455,     0.7694,     6.8853,    21.2095,     0.5042,     0.2805,    10.0523,    29.7900,     0.0357,    -0.0101,    -0.0135,    -0.0315,     0.0000,     0.0000,     0.0000,     0.0000,     0.4846,     0.3536,     0.6249,     0.0205, 
[  5400,  0.0000420]     1.0804,     0.0697,     0.6681,     0.7908,     6.3180,    19.9149,     0.5211,     0.2966,    10.4956,    29.8600,     0.0360,    -0.0098,    -0.0141,    -0.0317,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.4105,     0.2835,     0.5487,     0.0205, 
[  5500,  0.0000417]     1.2165,     0.0645,     0.6439,     0.7997,     6.6469,    21.5225,     0.5007,     0.3027,    10.6783,    29.8400,     0.0369,    -0.0097,    -0.0146,    -0.0324,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.4997,     0.3794,     0.6286,     0.0205, 
[  5600,  0.0000414]     1.0823,     0.0501,     0.7039,     0.8237,     6.1806,    18.1321,     0.5082,     0.2970,    10.6445,    29.8800,     0.0375,    -0.0095,    -0.0145,    -0.0333,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.5628,     0.4502,     0.6908,     0.0205, 
[  5700,  0.0000411]     1.0336,     0.0526,     0.6587,     0.8033,     6.4745,    17.5667,     0.5145,     0.2832,    10.1268,    29.8400,     0.0375,    -0.0092,    -0.0144,    -0.0334,     0.0000,    -0.0000,    -0.0000,     0.0000,     0.4464,     0.3239,     0.5777,     0.0205, 
[  5800,  0.0000408]     0.6671,     0.0445,     0.6670,     0.8204,     6.2369,    17.4455,     0.5291,     0.2929,    10.3575,    29.8800,     0.0379,    -0.0096,    -0.0144,    -0.0337,     0.0000,     0.0000,    -0.0000,     0.0000,     0.5301,     0.4166,     0.6514,     0.0205, 
[  5900,  0.0000405]     1.3942,     0.0670,     0.6718,     0.7964,     6.5053,    22.2560,     0.5077,     0.2831,    10.0867,    29.8400,     0.0382,    -0.0099,    -0.0153,    -0.0335,     0.0000,     0.0000,    -0.0000,     0.0000,     0.5818,     0.4585,     0.7142,     0.0205, 
[  6000,  0.0000401]     0.8678,     0.0517,     0.6773,     0.7780,     5.8718,    19.0255,     0.5050,     0.3150,    11.1063,    29.9300,     0.0389,    -0.0099,    -0.0154,    -0.0343,     0.0000,     0.0000,     0.0000,     0.0000,     0.6352,     0.5237,     0.7495,     0.0205, 
[CKPT] saved checkpoints/full_imu_tartan_v2_long_20k_006000.pth
[  6100,  0.0000398]     1.1414,     0.0521,     0.6561,     0.8026,     6.6956,    19.6211,     0.5063,     0.2914,    10.3896,    29.8700,     0.0392,    -0.0096,    -0.0150,    -0.0350,     0.0000,     0.0000,     0.0000,    -0.0000,     0.6164,     0.4989,     0.7488,     0.0205, 
[  6200,  0.0000395]     1.0175,     0.0625,     0.6840,     0.7875,     6.2042,    19.3082,     0.5202,     0.2842,    10.1169,    29.8100,     0.0397,    -0.0096,    -0.0147,    -0.0356,     0.0000,    -0.0000,     0.0000,     0.0000,     0.5086,     0.3868,     0.6423,     0.0205, 
[  6300,  0.0000392]     0.8509,     0.0701,     0.6877,     0.7848,     6.3346,    21.2320,     0.5229,     0.2957,    10.4487,    29.9000,     0.0398,    -0.0095,    -0.0148,    -0.0357,     0.0000,     0.0000,    -0.0000,     0.0000,     0.4025,     0.2884,     0.5326,     0.0205, 
[  6400,  0.0000388]     1.4202,     0.0610,     0.6689,     0.8227,     6.0833,    22.1875,     0.5090,     0.3058,    10.7698,    29.6900,     0.0413,    -0.0095,    -0.0156,    -0.0370,     0.0000,     0.0000,     0.0000,     0.0000,     0.5244,     0.4051,     0.6531,     0.0206, 
[  6500,  0.0000385]     1.1828,     0.0663,     0.6570,     0.7643,     6.4950,    22.5043,     0.4869,     0.2964,    10.6349,    29.8400,     0.0420,    -0.0095,    -0.0153,    -0.0380,     0.0000,     0.0000,     0.0000,     0.0000,     0.5952,     0.4868,     0.7116,     0.0206, 
[  6600,  0.0000382]     0.6162,     0.0302,     0.7107,     0.8527,     6.1751,    14.4187,     0.5417,     0.2827,    10.1871,    29.8500,     0.0420,    -0.0098,    -0.0156,    -0.0378,     0.0001,     0.0000,    -0.0000,    -0.0000,     0.4804,     0.3596,     0.6118,     0.0206, 
[  6700,  0.0000378]     1.1482,     0.0690,     0.6354,     0.7821,     6.6532,    19.6253,     0.4976,     0.2925,    10.4025,    29.9100,     0.0422,    -0.0100,    -0.0157,    -0.0379,     0.0000,     0.0000,    -0.0000,     0.0000,     0.4535,     0.3370,     0.5863,     0.0206, 
[  6800,  0.0000375]     1.3061,     0.0757,     0.6908,     0.8102,     5.8451,    21.5941,     0.5223,     0.2856,    10.1520,    29.7900,     0.0432,    -0.0104,    -0.0161,    -0.0387,     0.0001,     0.0000,    -0.0000,     0.0000,     0.4889,     0.3694,     0.6174,     0.0206, 
[  6900,  0.0000372]     1.1878,     0.0561,     0.6726,     0.7783,     6.7896,    19.7657,     0.4979,     0.3123,    11.1007,    29.8400,     0.0444,    -0.0106,    -0.0166,    -0.0398,     0.0000,    -0.0000,     0.0000,     0.0000,     0.6210,     0.5067,     0.7419,     0.0206, 
[  7000,  0.0000368]     1.2914,     0.0519,     0.6746,     0.8049,     6.6803,    19.9455,     0.4977,     0.2913,    10.4460,    29.7800,     0.0446,    -0.0105,    -0.0163,    -0.0402,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.6248,     0.5102,     0.7472,     0.0206, 
[CKPT] saved checkpoints/full_imu_tartan_v2_long_20k_007000.pth
[  7100,  0.0000365]     1.0361,     0.0650,     0.6742,     0.7841,     6.2450,    19.7069,     0.5166,     0.2811,    10.1498,    29.8500,     0.0448,    -0.0109,    -0.0159,    -0.0405,     0.0000,     0.0000,     0.0000,     0.0000,     0.4321,     0.3182,     0.5570,     0.0206, 
[  7200,  0.0000361]     1.0795,     0.0728,     0.6199,     0.8067,     6.1061,    21.5903,     0.5113,     0.2967,    10.4620,    29.8500,     0.0453,    -0.0108,    -0.0162,    -0.0409,     0.0000,     0.0000,    -0.0000,     0.0000,     0.3435,     0.2448,     0.4606,     0.0206, 
[  7300,  0.0000357]     1.1727,     0.0507,     0.6889,     0.8009,     5.9301,    18.2740,     0.5182,     0.2994,    10.6228,    29.8600,     0.0460,    -0.0108,    -0.0169,    -0.0414,     0.0000,     0.0000,    -0.0000,     0.0000,     0.5000,     0.3817,     0.6272,     0.0206, 
[  7400,  0.0000354]     0.9938,     0.0538,     0.6878,     0.7806,     6.2512,    18.2345,     0.5077,     0.3013,    10.6891,    29.8300,     0.0470,    -0.0111,    -0.0169,    -0.0424,     0.0000,    -0.0000,     0.0000,     0.0000,     0.6325,     0.5330,     0.7427,     0.0206, 
[  7500,  0.0000350]     0.9394,     0.0506,     0.6747,     0.8242,     5.8759,    17.1376,     0.5210,     0.2922,    10.3683,    29.8500,     0.0475,    -0.0112,    -0.0168,    -0.0430,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.5870,     0.4686,     0.7128,     0.0206, 
[  7600,  0.0000347]     1.1670,     0.0698,     0.6288,     0.7704,     6.3398,    20.3013,     0.5102,     0.2850,    10.1883,    29.8100,     0.0477,    -0.0116,    -0.0166,    -0.0432,     0.0000,     0.0000,    -0.0000,     0.0000,     0.5547,     0.4414,     0.6776,     0.0207, 
[  7700,  0.0000343]     1.0088,     0.0705,     0.6907,     0.7961,     5.9557,    21.1982,     0.5218,     0.2906,    10.2165,    29.8400,     0.0482,    -0.0116,    -0.0170,    -0.0435,     0.0000,     0.0000,    -0.0000,     0.0000,     0.5580,     0.4453,     0.6801,     0.0207, 
[  7800,  0.0000339]     1.2216,     0.0592,     0.6375,     0.7980,     6.3091,    20.0828,     0.5099,     0.3023,    10.7592,    29.8300,     0.0491,    -0.0119,    -0.0174,    -0.0443,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.6016,     0.4995,     0.7112,     0.0207, 
[  7900,  0.0000335]     0.9538,     0.0479,     0.6995,     0.8101,     6.8590,    18.5028,     0.4989,     0.2959,    10.5473,    29.8600,     0.0495,    -0.0121,    -0.0171,    -0.0449,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.6535,     0.5564,     0.7600,     0.0207, 
[  8000,  0.0000332]     0.8935,     0.0603,     0.6285,     0.7639,     6.8749,    18.4872,     0.5111,     0.2798,    10.0922,    29.8500,     0.0499,    -0.0120,    -0.0172,    -0.0453,     0.0000,     0.0000,     0.0000,    -0.0000,     0.5241,     0.4139,     0.6425,     0.0207, 
[CKPT] saved checkpoints/full_imu_tartan_v2_long_20k_008000.pth
[  8100,  0.0000328]     1.0153,     0.0684,     0.6700,     0.7956,     6.4176,    21.7163,     0.5035,     0.2958,    10.4610,    29.9000,     0.0504,    -0.0119,    -0.0172,    -0.0458,     0.0000,     0.0000,    -0.0000,     0.0000,     0.5473,     0.4469,     0.6563,     0.0207, 
[  8200,  0.0000324]     1.1552,     0.0616,     0.6704,     0.7803,     6.5643,    21.3673,     0.5034,     0.2871,    10.2143,    29.8300,     0.0512,    -0.0119,    -0.0178,    -0.0465,     0.0000,     0.0000,    -0.0000,     0.0000,     0.6650,     0.5709,     0.7639,     0.0207, 
[  8300,  0.0000320]     0.7471,     0.0447,     0.6780,     0.7899,     5.5211,    16.3735,     0.5231,     0.3111,    10.9565,    29.9000,     0.0518,    -0.0119,    -0.0178,    -0.0472,     0.0000,     0.0000,     0.0000,     0.0000,     0.7072,     0.6282,     0.7877,     0.0207, 
[  8400,  0.0000317]     0.9581,     0.0476,     0.6736,     0.8274,     6.4404,    19.2530,     0.5100,     0.2898,    10.3369,    29.8700,     0.0520,    -0.0119,    -0.0175,    -0.0476,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.6735,     0.5674,     0.7779,     0.0207, 
[  8500,  0.0000313]     0.9690,     0.0641,     0.6795,     0.8155,     6.5706,    20.3378,     0.5247,     0.2803,    10.1025,    29.8100,     0.0524,    -0.0118,    -0.0172,    -0.0481,     0.0000,     0.0000,     0.0000,     0.0000,     0.6486,     0.5525,     0.7466,     0.0207, 
[  8600,  0.0000309]     0.9472,     0.0659,     0.6367,     0.7820,     6.0469,    18.7070,     0.5152,     0.2971,    10.5390,    29.8800,     0.0528,    -0.0117,    -0.0177,    -0.0484,     0.0000,     0.0000,    -0.0000,     0.0000,     0.6416,     0.5304,     0.7531,     0.0207, 
