stage,pose_ix,prev_stamp,curr_stamp,prev_frame_index,curr_frame_index,gap,residual_deg,alpha,row_scale,applied,reason
frontend,4,136.0,141.0,136,141,5,2.8345494837134297,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,2.7688648631930906,0.02,1.0,1,ok
frontend,6,144.0,147.0,144,147,3,4.165243421973114,0.02,1.0,1,ok
frontend,7,147.0,151.0,147,151,4,3.3282805629052494,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,1.8045132645649966,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.2008464009252182,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,2.833244277857379,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,2.7698379746092967,0.02,1.0,1,ok
frontend,6,144.0,147.0,144,147,3,4.163377155610802,0.02,1.0,1,ok
frontend,7,147.0,151.0,147,151,4,3.3274651756051687,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,1.815826017933344,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.195114925132139,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,2.792387723466536,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,2.770271448204052,0.02,1.0,1,ok
frontend,6,144.0,147.0,144,147,3,4.171455331948141,0.02,1.0,1,ok
frontend,7,147.0,151.0,147,151,4,3.2714232401797485,0.02,1.0,1,ok
frontend,8,151.0,154.0,151,154,3,3.2097185183936197,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,1.8027737960851828,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.2043978786116178,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,2.8351138225922323,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,2.7735273243013236,0.02,1.0,1,ok
frontend,6,144.0,147.0,144,147,3,4.1631813756441325,0.02,1.0,1,ok
frontend,7,147.0,151.0,147,151,4,3.3212343800567,0.02,1.0,1,ok
frontend,8,151.0,154.0,151,154,3,3.435239803057611,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,1.79762053254126,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.2008585443093471,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,2.8366860535219676,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,2.7734043838357034,0.02,1.0,1,ok
frontend,6,144.0,147.0,144,147,3,4.1642701915415,0.02,1.0,1,ok
frontend,7,147.0,151.0,147,151,4,3.3365249830875077,0.02,1.0,1,ok
frontend,8,151.0,154.0,151,154,3,3.513840197999203,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,1.8031969001717931,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.1946740002680063,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,2.8408546375625017,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,2.784171553884878,0.02,1.0,1,ok
frontend,6,144.0,151.0,144,151,7,7.400035884168756,0.02,1.0,1,ok
frontend,7,151.0,154.0,151,154,3,3.5124828832860158,0.02,1.0,1,ok
frontend,8,154.0,155.0,154,155,1,2.990760882331727,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,1.8037075043291724,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.1878731324836171,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,2.8400850649561606,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,2.769467612032898,0.02,1.0,1,ok
frontend,6,144.0,151.0,144,151,7,7.393295208487666,0.02,1.0,1,ok
frontend,7,151.0,154.0,151,154,3,3.495825075838616,0.02,1.0,1,ok
frontend,8,154.0,155.0,154,155,1,3.1000183105254377,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,1.8044950728625644,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.1893616922333832,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,2.835988064412931,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,2.7657894780013925,0.02,1.0,1,ok
frontend,6,144.0,151.0,144,151,7,7.400776289997435,0.02,1.0,1,ok
frontend,7,151.0,154.0,151,154,3,3.479276723886794,0.02,1.0,1,ok
frontend,8,154.0,155.0,154,155,1,3.1151857093378177,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,1.8027565320859533,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.190926045044456,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,2.8405288569489495,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,2.769111853853358,0.02,1.0,1,ok
frontend,6,144.0,154.0,144,154,10,8.9051549708016,0.02,1.0,1,ok
frontend,7,154.0,155.0,154,155,1,3.1637819302638883,0.02,1.0,1,ok
frontend,8,155.0,156.0,155,156,1,4.248979417400057,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,1.7984952300463048,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.1976974987660358,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,2.836039001430673,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,2.77173241259456,0.02,1.0,1,ok
frontend,6,144.0,154.0,144,154,10,8.926089267044471,0.02,1.0,1,ok
frontend,7,154.0,155.0,154,155,1,3.1305029160005247,0.02,1.0,1,ok
frontend,8,155.0,156.0,155,156,1,4.307012942512753,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,1.7931729412736956,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.195822647042403,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,2.829999654840808,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,2.7677832149247545,0.02,1.0,1,ok
frontend,6,144.0,154.0,144,154,10,8.944986711557632,0.02,1.0,1,ok
frontend,7,154.0,155.0,154,155,1,3.1354197480015786,0.02,1.0,1,ok
frontend,8,155.0,156.0,155,156,1,4.322337851123888,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,1.7971859889719708,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.1939365402826436,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,2.8372445606481733,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,2.772536762106998,0.02,1.0,1,ok
frontend,6,144.0,155.0,144,155,11,11.290151226242072,0.02,1.0,1,ok
frontend,7,155.0,156.0,155,156,1,4.42778583001067,0.02,1.0,1,ok
frontend,8,156.0,157.0,156,157,1,4.196844217579583,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,1.7993284562481224,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.1841372962128016,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,2.8308667577997553,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,2.768369084920438,0.02,1.0,1,ok
frontend,6,144.0,155.0,144,155,11,11.361834722277466,0.02,1.0,1,ok
frontend,7,155.0,156.0,155,156,1,4.330089744814597,0.02,1.0,1,ok
frontend,8,156.0,157.0,156,157,1,4.220981947599719,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,1.7983393606291271,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.191668124600324,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,2.826698920846635,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,2.7671323123805265,0.02,1.0,1,ok
frontend,6,144.0,155.0,144,155,11,11.381549146218243,0.02,1.0,1,ok
frontend,7,155.0,156.0,155,156,1,4.332727105114089,0.02,1.0,1,ok
frontend,8,156.0,157.0,156,157,1,4.2324718262967425,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,1.7965948450806946,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.197985479512545,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,2.831295592956783,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,2.7730011065157782,0.02,1.0,1,ok
frontend,6,144.0,156.0,144,156,12,14.908156219910275,0.02,1.0,1,ok
frontend,7,156.0,157.0,156,157,1,4.397317846606755,0.02,1.0,1,ok
frontend,8,157.0,158.0,157,158,1,3.9105845824769365,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,1.804826174817442,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.199472750592369,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,2.834826283063628,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,2.768292743486742,0.02,1.0,1,ok
frontend,6,144.0,156.0,144,156,12,14.99990413330755,0.02,1.0,1,ok
frontend,7,156.0,157.0,156,157,1,4.352015176119522,0.02,1.0,1,ok
frontend,8,157.0,158.0,157,158,1,4.036349689491739,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,1.7976868554827383,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.2017769542926353,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,2.8331665292181567,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,2.7662472533578613,0.02,1.0,1,ok
frontend,6,144.0,156.0,144,156,12,15.107627885441993,0.02,1.0,1,ok
frontend,7,156.0,157.0,156,157,1,4.26389552207329,0.02,1.0,1,ok
frontend,8,157.0,158.0,157,158,1,4.089356931671013,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,1.828865695117705,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.1705241226272098,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,2.865957414058978,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,2.763579164592989,0.02,1.0,1,ok
frontend,6,144.0,157.0,144,157,13,18.84393801986741,0.02,1.0,1,ok
frontend,7,157.0,158.0,157,158,1,4.264138515460812,0.02,1.0,1,ok
frontend,8,158.0,162.0,158,162,4,6.895394340243297,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,1.8036540983242233,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.19313410947912,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,2.84053144999245,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,2.773706032093023,0.02,1.0,1,ok
frontend,6,144.0,157.0,144,157,13,18.904624138157324,0.02,1.0,1,ok
frontend,7,157.0,158.0,157,158,1,4.2926364112657405,0.02,1.0,1,ok
frontend,8,158.0,162.0,158,162,4,7.18037844413933,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,1.803695915343261,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.2009728441528853,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,2.8397823899396513,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,2.7718995932204624,0.02,1.0,1,ok
frontend,6,144.0,157.0,144,157,13,19.056444660917823,0.02,1.0,1,ok
frontend,7,157.0,158.0,157,158,1,4.201697117430797,0.02,1.0,1,ok
frontend,8,158.0,162.0,158,162,4,7.187491611177056,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,1.7914876532931103,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.2170765305240667,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,2.8407135229549514,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,2.77726412310575,0.02,1.0,1,ok
frontend,6,144.0,158.0,144,158,14,22.634046484095744,0.02,1.0,1,ok
frontend,7,158.0,162.0,158,162,4,7.066026801609309,0.02,1.0,1,ok
frontend,8,162.0,163.0,162,163,1,5.596088586166252,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,1.802915141885616,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.2067192852498672,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,2.8385258014642547,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,2.775462128511493,0.02,1.0,1,ok
frontend,6,144.0,158.0,144,158,14,22.831568494459408,0.02,1.0,1,ok
frontend,7,158.0,162.0,158,162,4,7.006133439763492,0.02,1.0,1,ok
frontend,8,162.0,163.0,162,163,1,5.502390462605359,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,1.802394138497884,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.2080292763453278,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,2.8413822702673674,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,2.7785324049533395,0.02,1.0,1,ok
frontend,6,144.0,158.0,144,158,14,22.88725283189028,0.02,1.0,1,ok
frontend,7,158.0,162.0,158,162,4,7.059529188659056,0.02,1.0,1,ok
frontend,8,162.0,163.0,162,163,1,5.510582826699483,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,1.8154423679843732,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.1893498361324295,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,2.8434733071472937,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,2.7791461594830547,0.02,1.0,1,ok
frontend,6,144.0,162.0,144,162,18,15.595729134836054,0.02,1.0,1,ok
frontend,7,162.0,163.0,162,163,1,5.068345838205978,0.02,1.0,1,ok
frontend,8,163.0,164.0,163,164,1,5.983814404820549,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,1.8091126736153227,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.1976515003562356,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,2.850477648389844,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,2.7804490599638343,0.02,1.0,1,ok
frontend,6,144.0,162.0,144,162,18,15.765372869900954,0.02,1.0,1,ok
frontend,7,162.0,163.0,162,163,1,5.127838293454498,0.02,1.0,1,ok
frontend,8,163.0,164.0,163,164,1,5.645693266065342,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,1.8113754717764237,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.1978163799922057,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,2.845834035939777,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,2.775401979382184,0.02,1.0,1,ok
frontend,6,144.0,162.0,144,162,18,15.788257434457126,0.02,1.0,1,ok
frontend,7,162.0,163.0,162,163,1,5.1457594947496865,0.02,1.0,1,ok
frontend,8,163.0,164.0,163,164,1,5.70710047047699,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,1.800866258318439,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.207079728802917,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,2.844915242677801,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,2.780975437068865,0.02,1.0,1,ok
frontend,6,144.0,163.0,144,163,19,10.70550161844655,0.02,1.0,1,ok
frontend,7,163.0,164.0,163,164,1,5.413765131415568,0.02,1.0,1,ok
frontend,8,164.0,165.0,164,165,1,5.487715878654503,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,1.8031879913815685,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.2060073810013023,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,2.8472291922026907,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,2.783250815042128,0.02,1.0,1,ok
frontend,6,144.0,163.0,144,163,19,10.743879099974086,0.02,1.0,1,ok
frontend,7,163.0,164.0,163,164,1,5.413396893946401,0.02,1.0,1,ok
frontend,8,164.0,165.0,164,165,1,5.260485444022742,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,1.801589702800827,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.20985935566361,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,2.8422822977023587,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,2.780478132865918,0.02,1.0,1,ok
frontend,6,144.0,163.0,144,163,19,10.770120951042035,0.02,1.0,1,ok
frontend,7,163.0,164.0,163,164,1,5.443954871374331,0.02,1.0,1,ok
frontend,8,164.0,165.0,164,165,1,5.332299283074895,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,1.8256564923773124,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.1952358344549496,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,2.865890696926285,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,2.775895822943688,0.02,1.0,1,ok
frontend,6,144.0,164.0,144,164,20,5.907722659746213,0.02,1.0,1,ok
frontend,7,164.0,165.0,164,165,1,5.098637153159636,0.02,1.0,1,ok
frontend,8,165.0,166.0,165,166,1,4.552352001838009,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,1.8112959134446942,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.1985331726603208,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,2.8484748293675257,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,2.771174715194343,0.02,1.0,1,ok
frontend,6,144.0,164.0,144,164,20,5.97754799342125,0.02,1.0,1,ok
frontend,7,164.0,165.0,164,165,1,5.142142171721481,0.02,1.0,1,ok
frontend,8,165.0,166.0,165,166,1,4.47386851138947,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,1.8118532818940394,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.204153738550598,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,2.8453075894619646,0.02,1.0,1,ok
