stage,pose_ix,prev_stamp,curr_stamp,prev_frame_index,curr_frame_index,gap,residual_deg,alpha,row_scale,applied,reason
frontend,6,144.0,147.0,144,147,3,4.938136312330858,0.02,1.0,1,ok
frontend,7,147.0,151.0,147,151,4,3.7596098495043475,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,2.196612691917865,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.8059746962381074,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,3.19471818688958,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,3.1573181533714143,0.02,1.0,1,ok
frontend,6,144.0,147.0,144,147,3,4.934989372353986,0.02,1.0,1,ok
frontend,7,147.0,151.0,147,151,4,3.699125565359683,0.02,1.0,1,ok
frontend,8,151.0,154.0,151,154,3,4.682531826264246,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,2.170218763342357,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.809965210069555,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,3.2296059066437697,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,3.1482309474542074,0.02,1.0,1,ok
frontend,6,144.0,147.0,144,147,3,4.942609803909427,0.02,1.0,1,ok
frontend,7,147.0,151.0,147,151,4,3.7486669299964115,0.02,1.0,1,ok
frontend,8,151.0,154.0,151,154,3,4.741075943349049,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,2.1550108064654525,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.8063960123565168,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,3.232145299419944,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,3.1403557870641285,0.02,1.0,1,ok
frontend,6,144.0,147.0,144,147,3,4.9393122255550574,0.02,1.0,1,ok
frontend,7,147.0,151.0,147,151,4,3.7768412044745197,0.02,1.0,1,ok
frontend,8,151.0,154.0,151,154,3,4.796239389623453,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,2.168117946411969,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.7857624270386039,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,3.239680906389877,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,3.1608263244842774,0.02,1.0,1,ok
frontend,6,144.0,151.0,144,151,7,8.56488228059297,0.02,1.0,1,ok
frontend,7,151.0,154.0,151,154,3,4.816819456622043,0.02,1.0,1,ok
frontend,8,154.0,155.0,154,155,1,4.21321405792882,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,2.1532013595382202,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.7912534971304164,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,3.234200250074421,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,3.143974767571427,0.02,1.0,1,ok
frontend,6,144.0,151.0,144,151,7,8.54599099658871,0.02,1.0,1,ok
frontend,7,151.0,154.0,151,154,3,4.8367479439498835,0.02,1.0,1,ok
frontend,8,154.0,155.0,154,155,1,4.327309211418432,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,2.1496700491931646,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.796316143687765,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,3.221264820536358,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,3.142595086870068,0.02,1.0,1,ok
frontend,6,144.0,151.0,144,151,7,8.529704922419459,0.02,1.0,1,ok
frontend,7,151.0,154.0,151,154,3,4.85325275568471,0.02,1.0,1,ok
frontend,8,154.0,155.0,154,155,1,4.325353209651942,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,2.1570398961173476,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.8035388705871307,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,3.224419334171584,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,3.1549419413506494,0.02,1.0,1,ok
frontend,6,144.0,154.0,144,154,10,11.625398344330796,0.02,1.0,1,ok
frontend,7,154.0,155.0,154,155,1,4.421459069227393,0.02,1.0,1,ok
frontend,8,155.0,156.0,155,156,1,6.14238708739025,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,2.1603922166475846,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.8082481475531635,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,3.2139288955214713,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,3.1456208910327073,0.02,1.0,1,ok
frontend,6,144.0,154.0,144,154,10,11.588825685215602,0.02,1.0,1,ok
frontend,7,154.0,155.0,154,155,1,4.516165262287522,0.02,1.0,1,ok
frontend,8,155.0,156.0,155,156,1,5.9554689777156895,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,2.153306785741173,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.8056629585958928,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,3.2147679374888383,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,3.143416993782681,0.02,1.0,1,ok
frontend,6,144.0,154.0,144,154,10,11.534147038834583,0.02,1.0,1,ok
frontend,7,154.0,155.0,154,155,1,4.5552551961753185,0.02,1.0,1,ok
frontend,8,155.0,156.0,155,156,1,5.939142521713659,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,2.156811532961814,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.7842833761957768,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,3.2330920826488088,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,3.168096713546563,0.02,1.0,1,ok
frontend,6,144.0,155.0,144,155,11,15.368597555577743,0.02,1.0,1,ok
frontend,7,155.0,156.0,155,156,1,6.198339798225711,0.02,1.0,1,ok
frontend,8,156.0,157.0,156,157,1,6.302289198404297,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,2.1671613801944454,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.7996130803890462,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,3.2105409020743543,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,3.1598770532337177,0.02,1.0,1,ok
frontend,6,144.0,155.0,144,155,11,15.375230774674096,0.02,1.0,1,ok
frontend,7,155.0,156.0,155,156,1,6.183417523457201,0.02,1.0,1,ok
frontend,8,156.0,157.0,156,157,1,5.988945976047038,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,2.1563853034949414,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.804863298428796,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,3.208070793615982,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,3.1502369047015133,0.02,1.0,1,ok
frontend,6,144.0,155.0,144,155,11,15.353776929226502,0.02,1.0,1,ok
frontend,7,155.0,156.0,155,156,1,6.189947243778897,0.02,1.0,1,ok
frontend,8,156.0,157.0,156,157,1,5.932385523941516,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,2.1591801799550727,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.8097566441955546,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,3.2212898345263823,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,3.1560799804374247,0.02,1.0,1,ok
frontend,6,144.0,156.0,144,156,12,20.731607782584,0.02,1.0,1,ok
frontend,7,156.0,157.0,156,157,1,6.252405920083308,0.02,1.0,1,ok
frontend,8,157.0,158.0,157,158,1,5.920548265984363,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,2.1780053477777614,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.8066108198679076,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,3.210522306878825,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,3.143665856180567,0.02,1.0,1,ok
frontend,6,144.0,156.0,144,156,12,20.795954713749573,0.02,1.0,1,ok
frontend,7,156.0,157.0,156,157,1,6.235163075328593,0.02,1.0,1,ok
frontend,8,157.0,158.0,157,158,1,5.872428161542252,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,2.164243170359924,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.8074144081826673,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,3.2119107581413173,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,3.1383207921066902,0.02,1.0,1,ok
frontend,6,144.0,156.0,144,156,12,20.84487585945448,0.02,1.0,1,ok
frontend,7,156.0,157.0,156,157,1,6.183671266317413,0.02,1.0,1,ok
frontend,8,157.0,158.0,157,158,1,5.77913921682572,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,2.1798214756389904,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.7920931519645522,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,3.2219258977952587,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,3.1738981418380248,0.02,1.0,1,ok
frontend,6,144.0,157.0,144,157,13,26.61906179290097,0.02,1.0,1,ok
frontend,7,157.0,158.0,157,158,1,6.140121547723818,0.02,1.0,1,ok
frontend,8,158.0,162.0,158,162,4,11.432801650124192,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,2.166983201872812,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.8167629874080147,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,3.223519562341097,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,3.168572415846056,0.02,1.0,1,ok
frontend,6,144.0,157.0,144,157,13,26.68678427005737,0.02,1.0,1,ok
frontend,7,157.0,158.0,157,158,1,6.011798456670585,0.02,1.0,1,ok
frontend,8,158.0,162.0,158,162,4,10.16659202915849,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,2.1573196994720396,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.8083471185801283,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,3.221010635480596,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,3.156231522357234,0.02,1.0,1,ok
frontend,6,144.0,157.0,144,157,13,26.647428376051963,0.02,1.0,1,ok
frontend,7,157.0,158.0,157,158,1,6.006358366003316,0.02,1.0,1,ok
frontend,8,158.0,162.0,158,162,4,9.954019463298682,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,2.1608372799104845,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.8140039862266117,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,3.2326028916440093,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,3.1538510913224016,0.02,1.0,1,ok
frontend,6,144.0,158.0,144,158,14,32.027847244959666,0.02,1.0,1,ok
frontend,7,158.0,162.0,158,162,4,9.498730446051272,0.02,1.0,1,ok
frontend,8,162.0,163.0,162,163,1,8.762884162893226,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,2.158062254356302,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.8044364214530455,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,3.2401327951812102,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,3.1510259868227273,0.02,1.0,1,ok
frontend,6,144.0,158.0,144,158,14,32.214544403700884,0.02,1.0,1,ok
frontend,7,158.0,162.0,158,162,4,9.783538111689507,0.02,1.0,1,ok
frontend,8,162.0,163.0,162,163,1,7.835809939049468,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,2.1610657412570853,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.8094354529692376,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,3.2498502379001786,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,3.158239832900858,0.02,1.0,1,ok
frontend,6,144.0,158.0,144,158,14,32.41500214356917,0.02,1.0,1,ok
frontend,7,158.0,162.0,158,162,4,9.916411454207076,0.02,1.0,1,ok
frontend,8,162.0,163.0,162,163,1,7.74544053861335,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,2.1718350226550323,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.8078318239461217,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,3.249363624899254,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,3.1423626133913234,0.02,1.0,1,ok
frontend,6,144.0,162.0,144,162,18,21.944399088483415,0.02,1.0,1,ok
frontend,7,162.0,163.0,162,163,1,7.116649500360726,0.02,1.0,1,ok
frontend,8,163.0,164.0,163,164,1,8.518733139828786,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,2.1678149643364626,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.7859652232322571,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,3.24771759686252,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,3.1554202031344425,0.02,1.0,1,ok
frontend,6,144.0,162.0,144,162,18,21.862051118532005,0.02,1.0,1,ok
frontend,7,162.0,163.0,162,163,1,7.054075922365957,0.02,1.0,1,ok
frontend,8,163.0,164.0,163,164,1,8.047018551412345,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,2.1744020034996754,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.7938525247647,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,3.2458630605120398,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,3.1487171300206356,0.02,1.0,1,ok
frontend,6,144.0,162.0,144,162,18,21.892645294279326,0.02,1.0,1,ok
frontend,7,162.0,163.0,162,163,1,6.928373584885345,0.02,1.0,1,ok
frontend,8,163.0,164.0,163,164,1,8.038632276211684,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,2.165764176314646,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.7895584938528182,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,3.2614757083782893,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,3.146172090222866,0.02,1.0,1,ok
frontend,6,144.0,163.0,144,163,19,14.829012252219849,0.02,1.0,1,ok
frontend,7,163.0,164.0,163,164,1,7.613831514465488,0.02,1.0,1,ok
frontend,8,164.0,165.0,164,165,1,7.31470601573637,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,2.165278337656487,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.808002980531607,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,3.257731116132935,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,3.160706953940526,0.02,1.0,1,ok
frontend,6,144.0,163.0,144,163,19,14.493727764905033,0.02,1.0,1,ok
frontend,7,163.0,164.0,163,164,1,7.404526797906409,0.02,1.0,1,ok
frontend,8,164.0,165.0,164,165,1,7.547653331659622,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,2.1581500359935037,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.8130405575258939,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,3.24708671123102,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,3.1530609938859953,0.02,1.0,1,ok
frontend,6,144.0,163.0,144,163,19,14.440532572708038,0.02,1.0,1,ok
frontend,7,163.0,164.0,163,164,1,7.282764362939579,0.02,1.0,1,ok
frontend,8,164.0,165.0,164,165,1,7.596031076370625,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,2.1571285878725237,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.816851435427949,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,3.263386283807396,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,3.134511725182495,0.02,1.0,1,ok
frontend,6,144.0,164.0,144,164,20,7.4284224217660695,0.02,1.0,1,ok
frontend,7,164.0,165.0,164,165,1,7.27486308598315,0.02,1.0,1,ok
frontend,8,165.0,166.0,165,166,1,6.470142218564111,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,2.171316203070538,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.807453113415006,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,3.245444771098541,0.02,1.0,1,ok
frontend,5,141.0,144.0,141,144,3,3.1377175069378893,0.02,1.0,1,ok
frontend,6,144.0,164.0,144,164,20,7.245643460856606,0.02,1.0,1,ok
frontend,7,164.0,165.0,164,165,1,7.0979533637576555,0.02,1.0,1,ok
frontend,8,165.0,166.0,165,166,1,6.403049849135294,0.02,1.0,1,ok
frontend,1,0.0,125.0,,125,,,,,0,stamp_not_matched
frontend,2,125.0,132.0,125,132,7,2.1701218432595506,0.02,1.0,1,ok
frontend,3,132.0,136.0,132,136,4,1.8022559275062435,0.0,,0,ok
frontend,4,136.0,141.0,136,141,5,3.248596337733537,0.02,1.0,1,ok
