stage,pose_ix,prev_stamp,curr_stamp,prev_frame_index,curr_frame_index,gap,residual_deg,alpha,alpha_base,row_scale,confidence,applied,reason
frontend,6,163.0,167.0,163,167,4,4.613720015474692,0.0004972915947437286,0.002,1.0,0.24864579737186432,1,ok
frontend,7,167.0,171.0,167,171,4,2.1996528276966427,0.0004945361614227295,0.002,1.0,0.24726808071136475,1,ok
frontend,1,0.0,139.0,0,139,139,,,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.0939081317874875,0.0005040677785873413,0.002,1.0,0.25203388929367065,1,ok
frontend,3,142.0,150.0,142,150,8,8.280256053039702,0.0004978860318660736,0.002,1.0,0.2489430159330368,1,ok
frontend,4,150.0,155.0,150,155,5,6.820833431230138,0.0004944962561130524,0.002,1.0,0.24724812805652618,1,ok
frontend,5,155.0,163.0,155,163,8,4.754303182021975,0.0004903988242149353,0.002,1.0,0.24519941210746765,1,ok
frontend,6,163.0,167.0,163,167,4,4.5965319912731,0.0004798471033573151,0.002,1.0,0.23992355167865753,1,ok
frontend,7,167.0,171.0,167,171,4,2.1786434448227188,0.0004780554473400116,0.002,1.0,0.2390277236700058,1,ok
frontend,1,0.0,139.0,0,139,139,,,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.10399668283605,0.0004924255311489106,0.002,1.0,0.24621276557445526,1,ok
frontend,3,142.0,150.0,142,150,8,8.283123769707977,0.0004912967383861542,0.002,1.0,0.2456483691930771,1,ok
frontend,4,150.0,155.0,150,155,5,6.821282755136233,0.0004949826300144196,0.002,1.0,0.24749131500720978,1,ok
frontend,5,155.0,163.0,155,163,8,4.745071440535391,0.0004946562349796295,0.002,1.0,0.24732811748981476,1,ok
frontend,6,163.0,167.0,163,167,4,4.595412213941388,0.00048378783464431764,0.002,1.0,0.2418939173221588,1,ok
frontend,7,167.0,171.0,167,171,4,2.1818901257406336,0.0004888739287853241,0.002,1.0,0.24443696439266205,1,ok
frontend,1,0.0,139.0,0,139,139,,,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.1041151410810714,0.00048666328191757205,0.002,1.0,0.243331640958786,1,ok
frontend,3,142.0,150.0,142,150,8,8.28824538495393,0.00048800817131996153,0.002,1.0,0.24400408565998077,1,ok
frontend,4,150.0,155.0,150,155,5,6.820944496259391,0.000495150476694107,0.002,1.0,0.24757523834705353,1,ok
frontend,5,155.0,163.0,155,163,8,4.746807092412969,0.0004931451380252839,0.002,1.0,0.2465725690126419,1,ok
frontend,6,163.0,167.0,163,167,4,4.5984619027525735,0.00048690974712371825,0.002,1.0,0.24345487356185913,1,ok
frontend,7,167.0,171.0,167,171,4,2.1800993539818982,0.0004939216077327729,0.002,1.0,0.2469608038663864,1,ok
frontend,1,0.0,139.0,0,139,139,,,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.106767002341061,0.0004886923432350159,0.002,1.0,0.24434617161750793,1,ok
frontend,3,142.0,150.0,142,150,8,8.296477254654945,0.000490487664937973,0.002,1.0,0.2452438324689865,1,ok
frontend,4,150.0,155.0,150,155,5,6.8236833342023555,0.0005000155568122864,0.002,1.0,0.2500077784061432,1,ok
frontend,5,155.0,163.0,155,163,8,4.748603291693914,0.0004986616969108582,0.002,1.0,0.24933084845542908,1,ok
frontend,6,163.0,167.0,163,167,4,4.601338246824055,0.0004931585490703582,0.002,1.0,0.24657927453517914,1,ok
frontend,7,167.0,171.0,167,171,4,2.179685747726229,0.000501430094242096,0.002,1.0,0.250715047121048,1,ok
frontend,1,0.0,139.0,0,139,139,,,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.510062496038267,0.0005347586870193482,0.002,1.0,0.2673793435096741,1,ok
frontend,3,142.0,150.0,142,150,8,7.839548102544247,0.0004924216568470001,0.002,1.0,0.24621082842350006,1,ok
frontend,4,150.0,155.0,150,155,5,6.916001592526727,0.0005010254979133606,0.002,1.0,0.2505127489566803,1,ok
frontend,5,155.0,163.0,155,163,8,4.451099398715098,0.000552307665348053,0.002,1.0,0.2761538326740265,1,ok
frontend,6,163.0,167.0,163,167,4,4.733636105856397,0.0004951828718185425,0.002,1.0,0.24759143590927124,1,ok
frontend,7,167.0,171.0,167,171,4,2.2681229944576446,0.0005681993365287781,0.002,1.0,0.28409966826438904,1,ok
frontend,1,0.0,139.0,0,139,139,,,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.321092619306534,0.00046446657180786134,0.002,1.0,0.23223328590393066,1,ok
frontend,3,142.0,150.0,142,150,8,8.206481851994042,0.00045153000950813295,0.002,1.0,0.22576500475406647,1,ok
frontend,4,150.0,155.0,150,155,5,6.847331822475422,0.00047385266423225403,0.002,1.0,0.23692633211612701,1,ok
frontend,5,155.0,163.0,155,163,8,4.677449904663375,0.0005150311589241028,0.002,1.0,0.2575155794620514,1,ok
frontend,6,163.0,167.0,163,167,4,4.626150383096944,0.00047401893138885497,0.002,1.0,0.2370094656944275,1,ok
frontend,7,167.0,171.0,167,171,4,2.2095765313758147,0.0004892263114452362,0.002,1.0,0.2446131557226181,1,ok
frontend,1,0.0,139.0,0,139,139,,,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.179642510583452,0.0005280292630195618,0.002,1.0,0.2640146315097809,1,ok
frontend,3,142.0,150.0,142,150,8,8.324218407784382,0.0005220391154289245,0.002,1.0,0.2610195577144623,1,ok
frontend,4,150.0,155.0,150,155,5,6.849523089183539,0.000526687741279602,0.002,1.0,0.263343870639801,1,ok
frontend,5,155.0,163.0,155,163,8,4.717180300176528,0.0005520880818367005,0.002,1.0,0.2760440409183502,1,ok
frontend,6,163.0,167.0,163,167,4,4.618667201359429,0.0005133407711982727,0.002,1.0,0.25667038559913635,1,ok
frontend,7,167.0,171.0,167,171,4,2.207091927222358,0.0005343732237815857,0.002,1.0,0.26718661189079285,1,ok
frontend,1,0.0,139.0,0,139,139,,,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.117012325527935,0.0005159448981285096,0.002,1.0,0.25797244906425476,1,ok
frontend,3,142.0,150.0,142,150,8,8.277142171438012,0.0005099141597747803,0.002,1.0,0.25495707988739014,1,ok
frontend,4,150.0,155.0,150,155,5,6.844427081254238,0.0005154967904090882,0.002,1.0,0.25774839520454407,1,ok
frontend,5,155.0,163.0,155,163,8,4.701537480929861,0.0005427941679954529,0.002,1.0,0.27139708399772644,1,ok
frontend,6,163.0,167.0,163,167,4,4.608894529078124,0.000510640025138855,0.002,1.0,0.2553200125694275,1,ok
frontend,7,167.0,171.0,167,171,4,2.1999195700177987,0.00053607177734375,0.002,1.0,0.268035888671875,1,ok
frontend,1,0.0,139.0,0,139,139,,,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.099725222702907,0.0005142821669578552,0.002,1.0,0.2571410834789276,1,ok
frontend,3,142.0,150.0,142,150,8,8.265299950913434,0.0005068339109420777,0.002,1.0,0.2534169554710388,1,ok
frontend,4,150.0,155.0,150,155,5,6.835755746972727,0.0005125740766525269,0.002,1.0,0.2562870383262634,1,ok
frontend,5,155.0,163.0,155,163,8,4.710884694498948,0.0005220539569854737,0.002,1.0,0.2610269784927368,1,ok
frontend,6,163.0,167.0,163,167,4,4.610701715792825,0.0005049288272857666,0.002,1.0,0.2524644136428833,1,ok
frontend,7,167.0,171.0,167,171,4,2.1948049594681716,0.0005273376703262329,0.002,1.0,0.26366883516311646,1,ok
frontend,1,0.0,139.0,0,139,139,,,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.0914065015904555,0.0005151626467704773,0.002,1.0,0.25758132338523865,1,ok
frontend,3,142.0,150.0,142,150,8,8.285893355580784,0.0005062748789787292,0.002,1.0,0.2531374394893646,1,ok
frontend,4,150.0,155.0,150,155,5,6.8197546063721335,0.0005143809914588928,0.002,1.0,0.2571904957294464,1,ok
frontend,5,155.0,163.0,155,163,8,4.752121883244566,0.0005203375816345215,0.002,1.0,0.26016879081726074,1,ok
frontend,6,163.0,167.0,163,167,4,4.604566983032649,0.0005052754282951355,0.002,1.0,0.25263771414756775,1,ok
frontend,7,167.0,171.0,167,171,4,2.1768056697770892,0.0005273812413215637,0.002,1.0,0.26369062066078186,1,ok
frontend,1,0.0,139.0,0,139,139,,,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.096896330767281,0.0005182930827140808,0.002,1.0,0.2591465413570404,1,ok
frontend,3,142.0,150.0,142,150,8,8.293625838572176,0.0005092960596084595,0.002,1.0,0.25464802980422974,1,ok
frontend,4,150.0,155.0,150,155,5,6.818234255615739,0.0005175523161888122,0.002,1.0,0.25877615809440613,1,ok
frontend,5,155.0,163.0,155,163,8,4.757015706847344,0.0005197840332984925,0.002,1.0,0.2598920166492462,1,ok
frontend,6,163.0,167.0,163,167,4,4.609047692687152,0.000508720874786377,0.002,1.0,0.2543604373931885,1,ok
frontend,7,167.0,171.0,167,171,4,2.1731925996045116,0.000532320261001587,0.002,1.0,0.26616013050079346,1,ok
frontend,1,0.0,139.0,0,139,139,,,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.102837147654233,0.0005181254744529724,0.002,1.0,0.2590627372264862,1,ok
frontend,3,142.0,150.0,142,150,8,8.291191145179134,0.0005081704258918762,0.002,1.0,0.2540852129459381,1,ok
frontend,4,150.0,155.0,150,155,5,6.820507351849259,0.0005154944658279419,0.002,1.0,0.25774723291397095,1,ok
frontend,5,155.0,163.0,155,163,8,4.751754517857583,0.0005168277621269226,0.002,1.0,0.2584138810634613,1,ok
frontend,6,163.0,167.0,163,167,4,4.609811290853256,0.0005077795386314392,0.002,1.0,0.2538897693157196,1,ok
frontend,7,167.0,171.0,167,171,4,2.1781373707522924,0.0005323053598403931,0.002,1.0,0.26615267992019653,1,ok
frontend,1,0.0,139.0,0,139,139,,,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.1696913318592275,0.000570193350315094,0.002,1.0,0.285096675157547,1,ok
frontend,3,142.0,150.0,142,150,8,8.211645725106132,0.0007057977318763733,0.002,1.0,0.35289886593818665,1,ok
frontend,4,150.0,155.0,150,155,5,6.736344862436796,0.0005369526743888855,0.002,1.0,0.26847633719444275,1,ok
frontend,5,155.0,163.0,155,163,8,4.819474247818775,0.0006114934086799622,0.002,1.0,0.3057467043399811,1,ok
frontend,6,163.0,167.0,163,167,4,4.274529817828271,0.000644963562488556,0.002,1.0,0.32248178124427795,1,ok
frontend,7,167.0,171.0,167,171,4,2.0664232562405287,0.000762504518032074,0.002,1.0,0.381252259016037,1,ok
frontend,8,171.0,176.0,171,176,5,2.5544507355399375,0.001058755874633789,0.002,1.0,0.5293779373168945,1,ok
frontend,1,0.0,139.0,0,139,139,,,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.101846657618119,0.0005496839880943298,0.002,1.0,0.2748419940471649,1,ok
frontend,3,142.0,150.0,142,150,8,8.272908069051706,0.0005038349032402039,0.002,1.0,0.25191745162010193,1,ok
frontend,4,150.0,155.0,150,155,5,6.812167904257721,0.0005224426388740539,0.002,1.0,0.261221319437027,1,ok
frontend,5,155.0,163.0,155,163,8,4.736903753226401,0.0004823111593723297,0.002,1.0,0.24115557968616486,1,ok
frontend,6,163.0,167.0,163,167,4,4.521778479192357,0.00047314998507499696,0.002,1.0,0.23657499253749847,1,ok
frontend,7,167.0,171.0,167,171,4,2.151788477623711,0.00048184791207313537,0.002,1.0,0.2409239560365677,1,ok
frontend,8,171.0,176.0,171,176,5,1.983987050719422,0.00045162957906723025,0.002,1.0,0.2258147895336151,1,ok
frontend,1,0.0,139.0,0,139,139,,,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.106133976868005,0.00056838458776474,0.002,1.0,0.28419229388237,1,ok
frontend,3,142.0,150.0,142,150,8,8.28511833930215,0.000553773581981659,0.002,1.0,0.27688679099082947,1,ok
frontend,4,150.0,155.0,150,155,5,6.818828321186041,0.0005449841022491456,0.002,1.0,0.27249205112457275,1,ok
frontend,5,155.0,163.0,155,163,8,4.751763724236106,0.000540571928024292,0.002,1.0,0.270285964012146,1,ok
frontend,6,163.0,167.0,163,167,4,4.632113170824468,0.0005233435034751892,0.002,1.0,0.2616717517375946,1,ok
frontend,7,167.0,171.0,167,171,4,2.1810328898529834,0.0005088381171226502,0.002,1.0,0.2544190585613251,1,ok
frontend,8,171.0,176.0,171,176,5,2.0408695030034285,0.0005259056091308594,0.002,1.0,0.2629528045654297,1,ok
frontend,1,0.0,139.0,0,139,139,,,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.103319346120853,0.0007074851989746094,0.002,1.0,0.3537425994873047,1,ok
frontend,3,142.0,150.0,142,150,8,8.317020123197139,0.000625664472579956,0.002,1.0,0.312832236289978,1,ok
frontend,4,150.0,155.0,150,155,5,6.804304136364633,0.0006566833853721618,0.002,1.0,0.32834169268608093,1,ok
frontend,5,155.0,163.0,155,163,8,4.7840836283421915,0.0005995676517486573,0.002,1.0,0.2997838258743286,1,ok
frontend,6,163.0,171.0,163,171,8,6.73920395134136,0.0006320738196372986,0.002,1.0,0.3160369098186493,1,ok
frontend,7,171.0,176.0,171,176,5,2.041268665036264,0.0007437962889671326,0.002,1.0,0.3718981444835663,1,ok
frontend,8,176.0,181.0,176,181,5,1.3392227475450698,0.0010592515468597413,0.002,1.0,0.5296257734298706,1,ok
frontend,1,0.0,139.0,0,139,139,,,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.099732461584058,0.0005627250075340271,0.002,1.0,0.28136250376701355,1,ok
frontend,3,142.0,150.0,142,150,8,8.295331269025487,0.0005510972142219544,0.002,1.0,0.2755486071109772,1,ok
frontend,4,150.0,155.0,150,155,5,6.808731744760594,0.0005481362342834473,0.002,1.0,0.27406811714172363,1,ok
frontend,5,155.0,163.0,155,163,8,4.7588705419781565,0.0005290960669517517,0.002,1.0,0.26454803347587585,1,ok
frontend,6,163.0,171.0,163,171,8,6.746426170508486,0.0005086921453475952,0.002,1.0,0.2543460726737976,1,ok
frontend,7,171.0,176.0,171,176,5,2.0362547255738623,0.0005309101343154907,0.002,1.0,0.26545506715774536,1,ok
frontend,8,176.0,181.0,176,181,5,1.3322712762562694,0.0005260735750198365,0.002,1.0,0.2630367875099182,1,ok
frontend,1,0.0,139.0,0,139,139,,,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.102925355943005,0.0005777629017829895,0.002,1.0,0.28888145089149475,1,ok
frontend,3,142.0,150.0,142,150,8,8.288084452684865,0.000557334840297699,0.002,1.0,0.2786674201488495,1,ok
frontend,4,150.0,155.0,150,155,5,6.811906932924436,0.0005605365633964539,0.002,1.0,0.28026828169822693,1,ok
frontend,5,155.0,163.0,155,163,8,4.748742064976185,0.0005390007495880127,0.002,1.0,0.26950037479400635,1,ok
frontend,6,163.0,171.0,163,171,8,6.74879646734493,0.0005230745673179627,0.002,1.0,0.2615372836589813,1,ok
frontend,7,171.0,176.0,171,176,5,2.035875149430678,0.0005344457626342774,0.002,1.0,0.26722288131713867,1,ok
frontend,8,176.0,181.0,176,181,5,1.3363393241525756,0.000544719159603119,0.002,1.0,0.27235957980155945,1,ok
frontend,1,0.0,139.0,0,139,139,,,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.20327602631613,0.0005937920808792114,0.002,1.0,0.2968960404396057,1,ok
frontend,3,142.0,150.0,142,150,8,8.222380420681962,0.0007525642514228821,0.002,1.0,0.37628212571144104,1,ok
frontend,4,150.0,155.0,150,155,5,6.763332135375248,0.0005708832740783692,0.002,1.0,0.28544163703918457,1,ok
frontend,5,155.0,163.0,155,163,8,4.826944979908296,0.0006621209979057312,0.002,1.0,0.3310604989528656,1,ok
frontend,6,163.0,176.0,163,176,13,8.384450645887872,0.0006162686347961426,0.002,1.0,0.3081343173980713,1,ok
frontend,7,176.0,181.0,176,181,5,1.4005351420933738,0.0007582036852836609,0.002,1.0,0.37910184264183044,1,ok
frontend,8,181.0,186.0,181,186,5,1.6504871869706634,0.0010561330318450929,0.002,1.0,0.5280665159225464,1,ok
frontend,1,0.0,139.0,0,139,139,,,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.1344562811159395,0.0005909934043884277,0.002,1.0,0.29549670219421387,1,ok
frontend,3,142.0,150.0,142,150,8,8.286763000800468,0.0005551351308822631,0.002,1.0,0.2775675654411316,1,ok
frontend,4,150.0,155.0,150,155,5,6.796161056537741,0.0005665128827095032,0.002,1.0,0.2832564413547516,1,ok
frontend,5,155.0,163.0,155,163,8,4.76456011343568,0.0005245491862297058,0.002,1.0,0.2622745931148529,1,ok
frontend,6,163.0,176.0,163,176,13,8.463657353163477,0.0005205474495887756,0.002,1.0,0.2602737247943878,1,ok
frontend,7,176.0,181.0,176,181,5,1.3545958543732668,0.0005271166563034058,0.002,1.0,0.2635583281517029,1,ok
frontend,8,181.0,186.0,181,186,5,1.393586954770291,0.0005258237719535828,0.002,1.0,0.2629118859767914,1,ok
frontend,1,0.0,139.0,0,139,139,,,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.1213816783386825,0.0006154776811599732,0.002,1.0,0.3077388405799866,1,ok
frontend,3,142.0,150.0,142,150,8,8.29238241902225,0.0006119853854179382,0.002,1.0,0.3059926927089691,1,ok
frontend,4,150.0,155.0,150,155,5,6.8069164607958035,0.000590027928352356,0.002,1.0,0.295013964176178,1,ok
frontend,5,155.0,163.0,155,163,8,4.745629830119304,0.0005822545289993286,0.002,1.0,0.2911272644996643,1,ok
frontend,6,163.0,176.0,163,176,13,8.537368554715687,0.0005610671043395996,0.002,1.0,0.2805335521697998,1,ok
frontend,7,176.0,181.0,176,181,5,1.3483161492599705,0.0005571234226226806,0.002,1.0,0.27856171131134033,1,ok
frontend,8,181.0,186.0,181,186,5,1.3353649664802139,0.0005990752577781678,0.002,1.0,0.29953762888908386,1,ok
frontend,1,0.0,139.0,0,139,139,,,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.117586973774274,0.0006052354574203492,0.002,1.0,0.30261772871017456,1,ok
frontend,3,142.0,150.0,142,150,8,8.29056521576347,0.0005959771871566772,0.002,1.0,0.2979885935783386,1,ok
frontend,4,150.0,155.0,150,155,5,6.80871329727002,0.0005823898315429688,0.002,1.0,0.2911949157714844,1,ok
frontend,5,155.0,163.0,155,163,8,4.743047044258529,0.0005664157271385193,0.002,1.0,0.28320786356925964,1,ok
frontend,6,163.0,176.0,163,176,13,8.529966596379843,0.0005506277084350586,0.002,1.0,0.2753138542175293,1,ok
frontend,7,176.0,181.0,176,181,5,1.3515328871872643,0.000556863784790039,0.002,1.0,0.27843189239501953,1,ok
frontend,8,181.0,186.0,181,186,5,1.3329363931487517,0.0005954058170318604,0.002,1.0,0.2977029085159302,1,ok
frontend,1,0.0,139.0,0,139,139,,,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.1151880472118245,0.000617384672164917,0.002,1.0,0.3086923360824585,1,ok
frontend,3,142.0,150.0,142,150,8,8.291517021577262,0.0006030542850494385,0.002,1.0,0.30152714252471924,1,ok
frontend,4,150.0,155.0,150,155,5,6.807746726601072,0.0005922835469245911,0.002,1.0,0.29614177346229553,1,ok
frontend,5,155.0,163.0,155,163,8,4.745227102866119,0.0005755687355995179,0.002,1.0,0.2877843677997589,1,ok
frontend,6,163.0,176.0,163,176,13,8.525415756671622,0.0005581290125846863,0.002,1.0,0.27906450629234314,1,ok
frontend,7,176.0,181.0,176,181,5,1.350815839467569,0.000565778374671936,0.002,1.0,0.282889187335968,1,ok
frontend,8,181.0,186.0,181,186,5,1.3342670927195859,0.0006009367108345032,0.002,1.0,0.3004683554172516,1,ok
frontend,1,0.0,139.0,0,139,139,,,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.110088965854532,0.0006170127391815185,0.002,1.0,0.3085063695907593,1,ok
frontend,3,142.0,150.0,142,150,8,8.308252358749865,0.0006060624122619629,0.002,1.0,0.30303120613098145,1,ok
frontend,4,150.0,155.0,150,155,5,6.798894587140414,0.0007015275955200195,0.002,1.0,0.35076379776000977,1,ok
frontend,5,155.0,163.0,155,163,8,4.784081967967586,0.0005780185461044311,0.002,1.0,0.2890092730522156,1,ok
frontend,6,163.0,176.0,163,176,13,8.453705472444847,0.0006084871888160705,0.002,1.0,0.3042435944080353,1,ok
frontend,7,176.0,181.0,176,181,5,1.3629039036560708,0.0006226425170898438,0.002,1.0,0.3113212585449219,1,ok
frontend,8,181.0,186.0,181,186,5,1.3256127921683565,0.0007701975703239441,0.002,1.0,0.38509878516197205,1,ok
frontend,9,186.0,191.0,186,191,5,4.020463840429449,0.001071589469909668,0.002,1.0,0.535794734954834,1,ok
frontend,1,0.0,139.0,0,139,139,,,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.109877348661338,0.0006167136430740356,0.002,1.0,0.3083568215370178,1,ok
frontend,3,142.0,150.0,142,150,8,8.298190161277846,0.0006109668016433716,0.002,1.0,0.3054834008216858,1,ok
frontend,4,150.0,155.0,150,155,5,6.802725832544608,0.0005967769622802734,0.002,1.0,0.2983884811401367,1,ok
frontend,5,155.0,163.0,155,163,8,4.75807772871581,0.0005850625038146972,0.002,1.0,0.29253125190734863,1,ok
frontend,6,163.0,176.0,163,176,13,8.499967960758722,0.0005553847551345825,0.002,1.0,0.27769237756729126,1,ok
frontend,7,176.0,181.0,176,181,5,1.3488540875172936,0.0005452685952186584,0.002,1.0,0.2726342976093292,1,ok
frontend,8,181.0,186.0,181,186,5,1.3355117251190862,0.0005838678479194641,0.002,1.0,0.29193392395973206,1,ok
frontend,9,186.0,191.0,186,191,5,3.829064669745926,0.0004900077283382416,0.002,1.0,0.2450038641691208,1,ok
frontend,1,0.0,139.0,0,139,139,,,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.10986572724652,0.0006129211187362671,0.002,1.0,0.30646055936813354,1,ok
frontend,3,142.0,150.0,142,150,8,8.293464757463155,0.0006133545637130737,0.002,1.0,0.30667728185653687,1,ok
frontend,4,150.0,155.0,150,155,5,6.806700239941425,0.0006119959354400635,0.002,1.0,0.30599796772003174,1,ok
frontend,5,155.0,163.0,155,163,8,4.74980729334332,0.0005849075317382813,0.002,1.0,0.2924537658691406,1,ok
frontend,6,163.0,176.0,163,176,13,8.526676635200984,0.0005679579973220826,0.002,1.0,0.28397899866104126,1,ok
frontend,7,176.0,181.0,176,181,5,1.3477914065082197,0.0005596491694450378,0.002,1.0,0.2798245847225189,1,ok
frontend,8,181.0,186.0,181,186,5,1.3354393229699337,0.0005906003117561341,0.002,1.0,0.295300155878067,1,ok
frontend,9,186.0,191.0,186,191,5,3.803332578327662,0.0005359795689582825,0.002,1.0,0.26798978447914124,1,ok
frontend,1,0.0,139.0,0,139,139,,,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.10584155368558,0.002,0.002,1.0,1.0,1,ok
frontend,3,142.0,150.0,142,150,8,8.305167931871713,0.00061255943775177,0.002,1.0,0.306279718875885,1,ok
frontend,4,150.0,155.0,150,155,5,6.795918101689742,0.0006953981518745422,0.002,1.0,0.3476990759372711,1,ok
frontend,5,155.0,163.0,155,163,8,4.789422187079972,0.0007239933609962464,0.002,1.0,0.36199668049812317,1,ok
frontend,6,163.0,176.0,163,176,13,8.452825184273845,0.0006105901598930359,0.002,1.0,0.30529507994651794,1,ok
frontend,7,176.0,186.0,176,186,10,2.7162897269622657,0.0006799887418746949,0.002,1.0,0.3399943709373474,1,ok
frontend,8,186.0,191.0,186,191,5,3.7904447126771825,0.0008053674697875977,0.002,1.0,0.40268373489379883,1,ok
frontend,9,191.0,194.0,191,194,3,5.832257047364041,0.0010160675048828125,0.002,1.0,0.5080337524414062,1,ok
frontend,1,0.0,139.0,0,139,139,,,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.106860349151517,0.002,0.002,1.0,1.0,1,ok
frontend,3,142.0,150.0,142,150,8,8.293328546194784,0.000613997995853424,0.002,1.0,0.30699899792671204,1,ok
frontend,4,150.0,155.0,150,155,5,6.8044978822241635,0.0006122055649757385,0.002,1.0,0.30610278248786926,1,ok
frontend,5,155.0,163.0,155,163,8,4.770088299421702,0.0005937458872795105,0.002,1.0,0.29687294363975525,1,ok
frontend,6,163.0,176.0,163,176,13,8.517597183755212,0.0005675488114356995,0.002,1.0,0.28377440571784973,1,ok
frontend,7,176.0,186.0,176,186,10,2.6853801859372033,0.0005899370312690735,0.002,1.0,0.29496851563453674,1,ok
frontend,8,186.0,191.0,186,191,5,3.7908221580416193,0.0005511974096298218,0.002,1.0,0.2755987048149109,1,ok
frontend,9,191.0,194.0,191,194,3,5.938516369359284,0.0005049781203269959,0.002,1.0,0.2524890601634979,1,ok
