frame_id,frame_index,filename,timestamp_sec,timestamp_ns,prev_timestamp_sec,prev_timestamp_ns,dt,imu_count,imu_used_steps,dr_x,dr_y,dr_z,dr_norm,dr_norm_deg,dq_w,dq_x,dq_y,dq_z,dv_x,dv_y,dv_z,dp_x,dp_y,dp_z,gyro_norm_mean,acc_norm_mean,imu_weight,imu_valid,imu_reason,integration_method,dr_raw_x,dr_raw_y,dr_raw_z
10,10,1413394882055760384.png,1413394882.0557604,1413394882055760384,1413394882.0057604,1.4133948820057605e+18,0.049999872,11,10,-0.0010962256621528334,0.00033532579026215094,-0.004283478146039317,0.00443422362,0.254062299,0.999997542209,6.078413e-06,0.000570828489,0.002142357256,0.470441393489,-0.006780976126,-0.133794564887,0.011723990002,-0.000324474135,-0.003320546023,0.089895400166,9.789300222402,0.001,1,ok,boundary_interp_midpoint_so3,1.2156835e-05,0.001141657913,0.004284718023
11,11,1413394882105760512.png,1413394882.1057603,1413394882105760512,1413394882.0557604,1.4133948820557604e+18,0.050000128,11,10,-0.0011675849872621418,-0.0002515633063427975,-0.004250316184353506,0.00441494354,0.252957632,0.999997563535,-0.000286172789,0.000600003622,0.002104999879,0.469138943625,0.004696015962,-0.132306436328,0.011772827922,-0.000118811341,-0.003301343079,0.099873522384,9.774163458943,0.001,1,ok,boundary_interp_midpoint_so3,-0.000572346043,0.001200008218,0.004210003177
12,12,1413394882155760384.png,1413394882.1557603,1413394882155760384,1413394882.1057603,1.4133948821057605e+18,0.049999872,11,10,-0.0009169668685200096,6.0090290373416124e-05,-0.004306610199058103,0.004403558843,0.252305337,0.999997576085,-0.000130103439,0.000478351659,0.002145245341,0.470704453998,-0.012240507848,-0.133823023005,0.01180614309,-0.000602238933,-0.003307041724,0.106720243427,9.834383975737,0.001,1,ok,boundary_interp_midpoint_so3,-0.000260207089,0.00095670409,0.004290494149
13,13,1413394882205760512.png,1413394882.2057605,1413394882205760512,1413394882.1557603,1.4133948821557604e+18,0.050000128,11,10,-0.0010441067585700106,-5.5734321820137696e-05,-0.004210116148645255,0.004338011437,0.248549747,0.999997647708,-0.000185821579,0.00054021834,0.002092417959,0.470151557565,-0.016127517261,-0.133207470347,0.01179926126,-0.000276671159,-0.003330005626,0.123484170268,9.894976054582,0.001,1,ok,boundary_interp_midpoint_so3,-0.00037164345,0.001080437526,0.004184839199
14,14,1413394882255760384.png,1413394882.2557604,1413394882255760384,1413394882.2057605,1.4133948822057605e+18,0.049999872,11,10,-0.0011182320209103896,0.00048104035176116963,-0.004075440632347447,0.004253358558,0.243699494,0.999997738618,8.5779525e-05,0.000582469754,0.002043557877,0.471843297254,0.001550205438,-0.135650605326,0.011821281973,0.000350720443,-0.003437145785,0.119233033064,9.873629252842,0.001,1,ok,boundary_interp_midpoint_so3,0.000171559179,0.001164940387,0.004087118834
15,15,1413394882305760512.png,1413394882.3057606,1413394882305760512,1413394882.2557604,1.4133948822557604e+18,0.050000128,11,10,-0.0010513600005705081,0.00025484023881372215,-0.004011417917599317,0.004154729246,0.238048451,0.999997842279,-2.4081945e-05,0.000546309579,0.002004096673,0.467976219157,-0.007056017502,-0.136181384804,0.011801638564,0.000195542502,-0.003415618477,0.109730713442,9.799302761466,0.001,1,ok,boundary_interp_midpoint_so3,-4.8163924e-05,0.001092619944,0.004008196228
16,16,1413394882355760384.png,1413394882.3557603,1413394882355760384,1413394882.3057606,1.4133948823057605e+18,0.049999872,11,10,-0.001269346478692312,0.00046997753828806343,-0.004199432837250572,0.004412182626,0.252799443,0.999997566582,7.4348205e-05,0.000658443505,0.002104223249,0.471102459909,-0.000346499333,-0.136481865578,0.011781728598,0.000419316911,-0.003394725125,0.111977482865,9.84600691863,0.001,1,ok,boundary_interp_midpoint_so3,0.00014869653,0.001316888079,0.004208449911
17,17,1413394882405760512.png,1413394882.4057603,1413394882405760512,1413394882.3557603,1.4133948823557604e+18,0.050000128,11,10,-0.0011072145374543313,0.00012620515917502836,-0.004060583823841429,0.004210723544,0.241256688,0.999997783727,-9.0530797e-05,0.000573059131,0.002023845115,0.468549593627,0.000214298161,-0.134211090816,0.011669253974,0.000247775922,-0.003386928777,0.090130528774,9.75603512613,0.001,1,ok,boundary_interp_midpoint_so3,-0.000181061728,0.001146119109,0.00404769322
18,18,1413394882455760384.png,1413394882.4557605,1413394882455760384,1413394882.4057603,1.4133948824057605e+18,0.049999872,11,10,-0.0012753971031215928,0.00033143233069439233,-0.004095143484387299,0.004301939716,0.246482989,0.999997686665,8.840537e-06,0.000659501535,0.002047350425,0.469865854593,-0.003016340726,-0.132863231853,0.01176875619,5.9249835e-05,-0.00333127134,0.090951146734,9.772029782467,0.001,1,ok,boundary_interp_midpoint_so3,1.7681089e-05,0.001319004088,0.004094704008
19,19,1413394882505760512.png,1413394882.5057604,1413394882505760512,1413394882.4557605,1.4133948824557604e+18,0.050000128,11,10,-0.0010449503493952736,0.0004941250145996522,-0.003846470379862186,0.004016393301,0.230122385,0.999997983574,0.000101071705,0.00054495202,0.001930196926,0.472540091052,-0.007013148289,-0.133482912386,0.011834765728,-4.5713193e-05,-0.003359461369,0.085725562728,9.827646453616,0.001,1,ok,boundary_interp_midpoint_so3,0.000202143547,0.001089904772,0.003860396446
20,20,1413394882555760384.png,1413394882.5557604,1413394882555760384,1413394882.5057604,1.4133948825057605e+18,0.049999872,11,10,-0.0009932279624418866,0.0008700486553125107,-0.004223582914259883,0.004425171079,0.253543626,0.999997552234,0.000275898605,0.000524856478,0.002131650163,0.468498519809,-0.01220151695,-0.133639648989,0.011657120138,7.7599545e-05,-0.003394430264,0.11836374976,9.800875695785,0.001,1,ok,boundary_interp_midpoint_so3,0.000551797661,0.001049713813,0.004263303805
21,21,1413394882605760512.png,1413394882.6057603,1413394882605760512,1413394882.5557604,1.4133948825557604e+18,0.050000128,11,10,-0.0012411711528844856,-0.0001358252111362908,-0.00410257324082341,0.004288363501,0.24570513,0.999997701243,-0.000224066748,0.000637374401,0.00203495855,0.472296106369,0.007193179065,-0.133433931173,0.011786849396,0.000529058331,-0.00341587236,0.11738261136,9.897460092591,0.001,1,ok,boundary_interp_midpoint_so3,-0.000448133839,0.001274749778,0.004069920218
22,22,1413394882655760384.png,1413394882.6557603,1413394882655760384,1413394882.6057603,1.4133948826057605e+18,0.049999872,11,10,-0.0010320134969339244,5.9780728600829165e-05,-0.0038871361266160694,0.004022244754,0.230457649,0.999997977694,-0.000116806992,0.000533971668,0.001935416789,0.470833124244,-0.002650800526,-0.134955671492,0.011734310369,4.737835e-06,-0.003369376437,0.089549437861,9.808409114493,0.001,1,ok,boundary_interp_midpoint_so3,-0.000233614141,0.001067944056,0.003870836187
23,23,1413394882705760512.png,1413394882.7057605,1413394882705760512,1413394882.6557603,1.4133948826557604e+18,0.050000128,11,10,-0.0013564838350056774,0.00015173460645976985,-0.0040765136591263094,0.004298957478,0.24631212,0.999997689871,-8.096718e-05,0.000698007082,0.002031374452,0.471850212181,-0.003427570764,-0.134798678992,0.011774019501,-6.4348864e-05,-0.003368844472,0.092369017001,9.826075940962,0.001,1,ok,boundary_interp_midpoint_so3,-0.000161934485,0.001396015239,0.004062752032
24,24,1413394882755760384.png,1413394882.7557604,1413394882755760384,1413394882.7057605,1.4133948827057605e+18,0.049999872,11,10,-0.0012006081650562264,0.00024158452349295592,-0.00408963336425857,0.004269065952,0.244599462,0.999997721885,-3.4987884e-05,0.000621121123,0.002041863978,0.46945665167,-0.002198001692,-0.133932840386,0.011708882702,-8.6940629e-05,-0.00331279199,0.090630937453,9.771436870138,0.001,1,ok,boundary_interp_midpoint_so3,-6.9975821e-05,0.001242243189,0.004083731057
25,25,1413394882805760512.png,1413394882.8057606,1413394882805760512,1413394882.7557604,1.4133948827557604e+18,0.050000128,11,10,-0.0010892867026068404,0.00013722152444374348,-0.004083508815274647,0.004228524507,0.242276608,0.999997764948,-8.5650499e-05,0.000564319765,0.002035756717,0.468386504616,-0.002389763285,-0.134793174263,0.011673023073,-0.000112277934,-0.003377010018,0.090886653152,9.758851780417,0.001,1,ok,boundary_interp_midpoint_so3,-0.000171301125,0.001128640371,0.004071516468
26,26,1413394882855760384.png,1413394882.8557603,1413394882855760384,1413394882.8057606,1.4133948828057605e+18,0.049999872,11,10,-0.001142216890775959,0.00017553158734164262,-0.004307077223845664,0.004459415318,0.255505677,0.999997514203,-7.4911919e-05,0.000592195995,0.0021483203,0.471115355712,-0.003197298436,-0.133631211949,0.011803746593,-0.000246231099,-0.003357596993,0.095830369086,9.8045452499,0.001,1,ok,boundary_interp_midpoint_so3,-0.000149823963,0.001184392971,0.004296644161
27,27,1413394882905760512.png,1413394882.9057603,1413394882905760512,1413394882.8557603,1.4133948828557604e+18,0.050000128,11,10,-0.0012396078237040613,3.286090326517328e-05,-0.00401916067787893,0.004206109835,0.240992342,0.999997788581,-0.000137017811,0.00063804222,0.001999240284,0.471041140403,-0.005001392293,-0.135670686744,0.011755614224,-0.000279000367,-0.003368077863,0.088061491856,9.810226098511,0.001,1,ok,boundary_interp_midpoint_so3,-0.000274035825,0.00127608538,0.003998483515
28,28,1413394882955760384.png,1413394882.9557605,1413394882955760384,1413394882.9057603,1.4133948829057605e+18,0.049999872,11,10,-0.0011188616421327325,0.0001444842338916581,-0.004127442870899878,0.004278844671,0.245159741,0.999997711437,-8.3873529e-05,0.000579379032,0.002057767265,0.469083299329,-0.008106735933,-0.133004896855,0.01172253364,-0.000314103009,-0.003320759778,0.087652482455,9.756845338512,0.001,1,ok,boundary_interp_midpoint_so3,-0.000167747186,0.001158758947,0.004115537669
29,29,1413394883005760512.png,1413394883.0057604,1413394883005760512,1413394882.9557605,1.4133948829557604e+18,0.050000128,11,10,-0.0010474968625477927,0.0002875263197847816,-0.004137731400593531,0.004277936676,0.245107717,0.999997712408,-1.2155171e-05,0.000545299317,0.002068255178,0.470327590967,-0.00491124787,-0.133134607116,0.011765471254,-0.000121524763,-0.003332245937,0.085966414914,9.777996509397,0.001,1,ok,boundary_interp_midpoint_so3,-2.431036e-05,0.001090599465,0.00413651351
30,30,1413394883055760384.png,1413394883.0557604,1413394883055760384,1413394883.0057604,1.4133948830057605e+18,0.049999872,11,10,-0.001118095900081369,0.0002473410220899441,-0.003992439022562466,0.004153418517,0.237973352,0.99999784364,-2.7857378e-05,0.000579502019,0.00199402019,0.47112244849,-0.004835654542,-0.134282776976,0.011803839827,-8.3963991e-05,-0.003389044907,0.083484154398,9.799170535748,0.001,1,ok,boundary_interp_midpoint_so3,-5.5714797e-05,0.001159004872,0.003988043247
31,31,1413394883105760512.png,1413394883.1057603,1413394883105760512,1413394883.0557604,1.4133948830557604e+18,0.050000128,11,10,-0.0012054632123778605,0.00026559068652778206,-0.004153026350680023,0.004332586738,0.248238934,0.999997653587,-2.5282475e-05,0.000624092284,0.002074292467,0.471681271025,-0.002659524105,-0.133876690895,0.011756218246,-9.8682754e-05,-0.003347167918,0.087195820053,9.807938479269,0.001,1,ok,boundary_interp_midpoint_so3,-5.056499e-05,0.001248185543,0.004148588178
32,32,1413394883155760384.png,1413394883.1557603,1413394883155760384,1413394883.1057603,1.4133948831057605e+18,0.049999872,11,10,-0.0012452777109739517,0.00018470757160089283,-0.003987635617789777,0.004181635001,0.239590037,0.999997814242,-6.0254763e-05,0.000642376632,0.001988776779,0.469917851462,-0.002539055088,-0.134425977027,0.011721284671,-0.000131510279,-0.003339587834,0.084764349865,9.777254267331,0.001,1,ok,boundary_interp_midpoint_so3,-0.000120509614,0.001284754201,0.003977556456
33,33,1413394883205760512.png,1413394883.2057605,1413394883205760512,1413394883.1557603,1.4133948831557604e+18,0.050000128,11,10,-0.001258864311148569,0.00013937933022337888,-0.004111765402418226,0.004302415679,0.24651026,0.999997686153,-8.7337645e-05,0.000649235494,0.002049037198,0.470134521352,-0.005581849236,-0.134107985095,0.011726548927,-0.000210660269,-0.003346033193,0.087169841009,9.780281719235,0.001,1,ok,boundary_interp_midpoint_so3,-0.000174675425,0.00129847199,0.004098077557
34,34,1413394883255760384.png,1413394883.2557604,1413394883255760384,1413394883.2057605,1.4133948832057605e+18,0.049999872,11,10,-0.0011351604962230462,0.00023484319040687222,-0.004214093633500507,0.00437062076,0.250418123,0.99999761221,-4.2012573e-05,0.000588892429,0.002104047173,0.469834179823,-0.004325552781,-0.134927950367,0.011765330021,-0.000171761286,-0.003369973887,0.088700823702,9.779633320414,0.001,1,ok,boundary_interp_midpoint_so3,-8.4025212e-05,0.001177785796,0.004208097695
35,35,1413394883305760512.png,1413394883.3057606,1413394883305760512,1413394883.2557604,1.4133948832557604e+18,0.050000128,11,10,-0.0011279228667920992,0.00024035672443187763,-0.004042159306719956,0.004203454914,0.240840226,0.999997791372,-3.3180274e-05,0.000584561959,0.002018523764,0.469966634402,-0.007111853025,-0.134799683913,0.011782400722,-0.000164661156,-0.00338476887,0.084978117455,9.781370270517,0.001,1,ok,boundary_interp_midpoint_so3,-6.6360598e-05,0.001169124779,0.004037050499
36,36,1413394883355760384.png,1413394883.3557603,1413394883355760384,1413394883.3057606,1.4133948833057605e+18,0.049999872,11,10,-0.0010408392940332574,0.00041810388242741496,-0.004179261035034452,0.004327167675,0.247928445,0.999997659453,5.1578364e-05,0.000543569858,0.002093551814,0.470616192251,-0.005144390323,-0.134576117652,0.01179377314,-9.4369961e-05,-0.003385236883,0.087554997512,9.79163660008,0.001,1,ok,boundary_interp_midpoint_so3,0.000103156808,0.001087140564,0.004187106896
37,37,1413394883405760512.png,1413394883.4057603,1413394883405760512,1413394883.3557603,1.4133948833557604e+18,0.050000128,11,10,-0.0012120664832775021,0.0002526514091253934,-0.004014079946805336,0.004200687528,0.240681666,0.999997794279,-2.6949485e-05,0.000626629009,0.002004506735,0.470742324658,-0.003256632963,-0.134789505727,0.011763864308,-4.7258116e-05,-0.00334816546,0.084652238369,9.794418488628,0.001,1,ok,boundary_interp_midpoint_so3,-5.389901e-05,0.00125325894,0.004009016418
38,38,1413394883455760384.png,1413394883.4557605,1413394883455760384,1413394883.4057603,1.4133948834057605e+18,0.049999872,11,10,-0.0011697382443152302,0.00027501117869796764,-0.004022502967235547,0.004198148262,0.240536177,0.999997796945,-1.5650388e-05,0.00060575031,0.002009708278,0.46939530788,-0.004067543553,-0.135914801158,0.011733553168,-0.00010123593,-0.003404566908,0.08447848586,9.775459357259,0.001,1,ok,boundary_interp_midpoint_so3,-3.1300799e-05,0.00121150151,0.004019419508
39,39,1413394883505760512.png,1413394883.5057604,1413394883505760512,1413394883.4557605,1.4133948834557604e+18,0.050000128,11,10,-0.0011850808059330007,0.00018721797211471023,-0.00406559716476116,0.004238932341,0.242872933,0.999997753932,-6.109632e-05,0.000612663777,0.002028063228,0.470863448256,-0.002986156057,-0.133971688847,0.011740793734,-0.000138313198,-0.003324806145,0.085555318606,9.792909541634,0.001,1,ok,boundary_interp_midpoint_so3,-0.000122192731,0.001225328472,0.004056129493
40,40,1413394883555760384.png,1413394883.5557604,1413394883555760384,1413394883.5057604,1.4133948835057605e+18,0.049999872,11,10,-0.0010493331935412676,0.00017237097629799268,-0.004019772888256823,0.004158050742,0.238238759,0.999997838828,-6.5477368e-05,0.00054444228,0.002005401602,0.469716300184,-0.006135706287,-0.13398893651,0.011748602115,-0.000195822878,-0.003340507833,0.084258557854,9.772167261048,0.001,1,ok,boundary_interp_midpoint_so3,-0.00013095483,0.001088885345,0.004010806093
41,41,1413394883605760512.png,1413394883.6057603,1413394883605760512,1413394883.5557604,1.4133948835557604e+18,0.050000128,11,10,-0.0004167419959267485,0.00026043962078737317,-0.0033141375870235808,0.0033503747,0.19196233,0.999998596874,9.718219e-06,0.000226016346,0.001659841017,0.47577059408,-0.006019831262,-0.136202323283,0.011821991022,-0.000215725073,-0.003364241323,0.070180109474,9.90120813676,0.001,1,ok,boundary_interp_midpoint_so3,1.9436448e-05,0.000452032904,0.003319683586
42,42,1413394883655760384.png,1413394883.6557603,1413394883655760384,1413394883.6057603,1.4133948836057605e+18,0.049999872,11,10,-0.001291822245040706,0.0006625672291250914,-0.004540695140820188,0.004767149296,0.273137535,0.999997159287,0.00015822791,0.000673293485,0.002281021077,0.460419177293,-0.004391637484,-0.135052255433,0.01149765625,-0.000200297805,-0.003468423978,0.10122502989,9.613770981717,0.001,1,ok,boundary_interp_midpoint_so3,0.000316456119,0.001346588245,0.004562046474
43,43,1413394883705760512.png,1413394883.7057605,1413394883705760512,1413394883.6557603,1.4133948836557604e+18,0.050000128,11,10,-0.0013725325373599275,0.00022548290341732442,-0.0046837338753734,0.004885903307,0.279941639,0.999997015995,-6.5574566e-05,0.000709554007,0.002336714359,0.4735543466,-0.004972674812,-0.132723982432,0.011854556867,-0.000119802968,-0.003329607417,0.105255313701,9.840985362942,0.001,1,ok,boundary_interp_midpoint_so3,-0.000131149262,0.001419109427,0.004673433366
44,44,1413394883755760384.png,1413394883.7557604,1413394883755760384,1413394883.7057605,1.4133948837057605e+18,0.049999872,11,10,-0.0009330810900677329,4.6857265970532737e-05,-0.0035913149744362066,0.003710846153,0.212615823,0.999998278703,-0.000111879951,0.000483050595,0.001787941789,0.466717687619,-0.003500576593,-0.134423420691,0.011755678368,-0.000127143993,-0.003398667377,0.078153535372,9.717841350314,0.001,1,ok,boundary_interp_midpoint_so3,-0.00022376003,0.000966101744,0.00357588563
45,45,1413394883805760512.png,1413394883.8057606,1413394883805760512,1413394883.7557604,1.4133948837557604e+18,0.050000128,11,10,-0.0012345457221981395,0.00011385631848376046,-0.00402387103901545,0.004210534947,0.241245882,0.999997783925,-9.6739588e-05,0.000636408789,0.00200443755,0.472794006096,-0.005597322274,-0.136477252883,0.011830244717,-0.000169913834,-0.00348071519,0.085485847931,9.847413300782,0.001,1,ok,boundary_interp_midpoint_so3,-0.000193479319,0.001272818517,0.004008878062
46,46,1413394883855760384.png,1413394883.8557603,1413394883855760384,1413394883.8057606,1.4133948838057605e+18,0.049999872,11,10,-0.0013121011183591322,0.00023075531190899437,-0.004443405358159587,0.004638826202,0.265785163,0.999997310163,-5.3915858e-05,0.000678324172,0.002217349067,0.46783050017,-0.002957894132,-0.132952365479,0.011798774137,-3.3196458e-05,-0.003405241591,0.095421086783,9.733936861155,0.001,1,ok,boundary_interp_midpoint_so3,-0.000107831813,0.001356649561,0.00443470211
47,47,1413394883905760512.png,1413394883.9057603,1413394883905760512,1413394883.8557603,1.4133948838557604e+18,0.050000128,11,10,-0.0014102759304761051,9.279471488917368e-05,-0.004102503915927982,0.004339127497,0.248613692,0.999997646497,-0.00011182999,0.000724375177,0.00204200248,0.475437944296,0.000218230149,-0.137633899915,0.011922901499,-4.2761524e-05,-0.003452505849,0.089584156159,9.906588034373,0.001,1,ok,boundary_interp_midpoint_so3,-0.000223660155,0.001448751491,0.004084008165
48,48,1413394883955760384.png,1413394883.9557605,1413394883955760384,1413394883.9057603,1.4133948839057605e+18,0.049999872,11,10,-0.0008855498618342392,0.0002481127627525399,-0.004003991087155008,0.004108248183,0.235385282,0.999997890288,-2.5440753e-05,0.000463321209,0.002001026255,0.471309502888,-0.00326847264,-0.135505214523,0.011725580095,-0.00026181648,-0.003321944744,0.084303460496,9.818541543175,0.001,1,ok,boundary_interp_midpoint_so3,-5.0881542e-05,0.00092664307,0.004002055324
49,49,1413394884005760512.png,1413394884.0057604,1413394884005760512,1413394883.9557605,1.4133948839557604e+18,0.050000128,11,10,-0.0013502315329891824,0.0001442799572205436,-0.004047612372710225,0.004269321704,0.244614115,0.999997721612,-8.3609333e-05,0.000694671374,0.002016732802,0.468449148642,-0.010445094227,-0.12989014868,0.011725710588,-0.000292719039,-0.003237261481,0.088844698647,9.733181883258,0.001,1,ok,boundary_interp_midpoint_so3,-0.000167218794,0.001389343804,0.004033468667
50,50,1413394884055760384.png,1413394884.0557604,1413394884055760384,1413394884.0057604,1.4133948840057605e+18,0.049999872,11,10,-0.0012446901419442293,0.00028749513324732726,-0.004361929064495687,0.004545143801,0.260417557,0.99999741771,-2.2068944e-05,0.000644875503,0.002179041693,0.474670178908,0.001040696975,-0.135947993039,0.011927643736,1.1470921e-05,-0.003422024158,0.093012124862,9.88018898856,0.001,1,ok,boundary_interp_midpoint_so3,-4.4137926e-05,0.001289752117,0.004358087136
51,51,1413394884105760512.png,1413394884.1057603,1413394884105760512,1413394884.0557604,1.4133948840557604e+18,0.050000128,11,10,-0.001054502171563735,0.00010600669623530144,-0.0038232234359928154,0.003967398353,0.227315181,0.999998032469,-9.1758125e-05,0.000545425659,0.00190503243,0.470198949544,-0.007164176667,-0.133619930957,0.011697363711,-0.000190027556,-0.00330754103,0.081379962034,9.780977201011,0.001,1,ok,boundary_interp_midpoint_so3,-0.000183516371,0.001090852034,0.003810067358
52,52,1413394884155760384.png,1413394884.1557603,1413394884155760384,1413394884.1057603,1.4133948841057605e+18,0.049999872,11,10,-0.001062311991497836,0.00027101590109286476,-0.004294698149742955,0.004432424684,0.253959227,0.999997544202,-2.6027675e-05,0.000553231362,0.00214589066,0.471923801633,-0.001096325513,-0.13585131121,0.011816371724,-2.8980157e-05,-0.003402127298,0.089928862972,9.823947869941,0.001,1,ok,boundary_interp_midpoint_so3,-5.2055392e-05,0.001106463631,0.004291784833
53,53,1413394884205760512.png,1413394884.2057605,1413394884205760512,1413394884.1557603,1.4133948841557604e+18,0.050000128,11,10,-0.0013479697039386828,9.867132835328712e-05,-0.004005298535528459,0.004227194662,0.242200413,0.999997766354,-0.000104850817,0.000692857569,0.001994051584,0.470585368917,-0.005772434333,-0.135628982865,0.011759137914,-0.000155001633,-0.003387080417,0.085633069995,9.798092653159,0.001,1,ok,boundary_interp_midpoint_so3,-0.00020970179,0.00138571617,0.003988106138
54,54,1413394884255760384.png,1413394884.2557604,1413394884255760384,1413394884.2057605,1.4133948842057605e+18,0.049999872,11,10,-0.0009251910850284723,0.0003734869287278857,-0.004153110598809819,0.004271276001,0.244726088,0.999997719526,3.1454144e-05,0.000485161778,0.002079560391,0.472031869841,-0.003970823837,-0.133487241141,0.011795325563,-7.1040672e-05,-0.003366372901,0.086144894774,9.812462353255,0.001,1,ok,boundary_interp_midpoint_so3,6.2908335e-05,0.000970324294,0.004159123944
55,55,1413394884305760512.png,1413394884.3057606,1413394884305760512,1413394884.2557604,1.4133948842557604e+18,0.050000128,11,10,-0.001028411275101458,0.00019842193426481672,-0.003993178304611308,0.00412825314,0.236531482,0.999997869692,-5.1338325e-05,0.000534146421,0.00199315439,0.470851026211,-0.003550603158,-0.13344741558,0.011746936951,-0.000109430967,-0.003311217467,0.083268922563,9.78871676333,0.001,1,ok,boundary_interp_midpoint_so3,-0.000102676722,0.001068293601,0.003986311611
