stage,pose_ix,prev_stamp,curr_stamp,prev_frame_index,curr_frame_index,gap,residual_deg,alpha,row_scale,applied,reason
frontend,7,167.0,171.0,167,171,4,2.1878808581872353,0.002,1.0,1,ok
frontend,1,0.0,139.0,0,139,139,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.511834004483201,0.002,1.0,1,ok
frontend,3,142.0,150.0,142,150,8,7.826353050520568,0.002,1.0,1,ok
frontend,4,150.0,155.0,150,155,5,6.911853086686396,0.002,1.0,1,ok
frontend,5,155.0,163.0,155,163,8,4.436374648165168,0.002,1.0,1,ok
frontend,6,163.0,167.0,163,167,4,4.7355630922300955,0.002,1.0,1,ok
frontend,7,167.0,171.0,167,171,4,2.2777235275088286,0.002,1.0,1,ok
frontend,1,0.0,139.0,0,139,139,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.322935365819421,0.002,1.0,1,ok
frontend,3,142.0,150.0,142,150,8,8.193486806063433,0.002,1.0,1,ok
frontend,4,150.0,155.0,150,155,5,6.841386620426744,0.002,1.0,1,ok
frontend,5,155.0,163.0,155,163,8,4.668119281045083,0.002,1.0,1,ok
frontend,6,163.0,167.0,163,167,4,4.626105186114918,0.002,1.0,1,ok
frontend,7,167.0,171.0,167,171,4,2.2172638131242475,0.002,1.0,1,ok
frontend,1,0.0,139.0,0,139,139,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.174919252464109,0.002,1.0,1,ok
frontend,3,142.0,150.0,142,150,8,8.307502009377783,0.002,1.0,1,ok
frontend,4,150.0,155.0,150,155,5,6.838208670893366,0.002,1.0,1,ok
frontend,5,155.0,163.0,155,163,8,4.704855491320841,0.002,1.0,1,ok
frontend,6,163.0,167.0,163,167,4,4.619451976158717,0.002,1.0,1,ok
frontend,7,167.0,171.0,167,171,4,2.214293127522277,0.002,1.0,1,ok
frontend,1,0.0,139.0,0,139,139,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.109251008033118,0.002,1.0,1,ok
frontend,3,142.0,150.0,142,150,8,8.273069800695911,0.002,1.0,1,ok
frontend,4,150.0,155.0,150,155,5,6.828900659176579,0.002,1.0,1,ok
frontend,5,155.0,163.0,155,163,8,4.700867850050011,0.002,1.0,1,ok
frontend,6,163.0,167.0,163,167,4,4.606750157447942,0.002,1.0,1,ok
frontend,7,167.0,171.0,167,171,4,2.203583915782833,0.002,1.0,1,ok
frontend,1,0.0,139.0,0,139,139,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.094027224971598,0.002,1.0,1,ok
frontend,3,142.0,150.0,142,150,8,8.262284916985475,0.002,1.0,1,ok
frontend,4,150.0,155.0,150,155,5,6.822600497970911,0.002,1.0,1,ok
frontend,5,155.0,163.0,155,163,8,4.708794012605583,0.002,1.0,1,ok
frontend,6,163.0,167.0,163,167,4,4.605395023250278,0.002,1.0,1,ok
frontend,7,167.0,171.0,167,171,4,2.198636237375861,0.002,1.0,1,ok
frontend,1,0.0,139.0,0,139,139,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.099825543019723,0.002,1.0,1,ok
frontend,3,142.0,150.0,142,150,8,8.275791936146696,0.002,1.0,1,ok
frontend,4,150.0,155.0,150,155,5,6.814740260173743,0.002,1.0,1,ok
frontend,5,155.0,163.0,155,163,8,4.735294119815769,0.002,1.0,1,ok
frontend,6,163.0,167.0,163,167,4,4.606531408481974,0.002,1.0,1,ok
frontend,7,167.0,171.0,167,171,4,2.1858055128192877,0.002,1.0,1,ok
frontend,1,0.0,139.0,0,139,139,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.102572829704841,0.002,1.0,1,ok
frontend,3,142.0,150.0,142,150,8,8.286586635409533,0.002,1.0,1,ok
frontend,4,150.0,155.0,150,155,5,6.811663045421455,0.002,1.0,1,ok
frontend,5,155.0,163.0,155,163,8,4.744842116657102,0.002,1.0,1,ok
frontend,6,163.0,167.0,163,167,4,4.610517995485703,0.002,1.0,1,ok
frontend,7,167.0,171.0,167,171,4,2.1831850334878506,0.002,1.0,1,ok
frontend,1,0.0,139.0,0,139,139,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.104714730648177,0.002,1.0,1,ok
frontend,3,142.0,150.0,142,150,8,8.287661433188545,0.002,1.0,1,ok
frontend,4,150.0,155.0,150,155,5,6.812631464133114,0.002,1.0,1,ok
frontend,5,155.0,163.0,155,163,8,4.743275424226818,0.002,1.0,1,ok
frontend,6,163.0,167.0,163,167,4,4.609390095262985,0.002,1.0,1,ok
frontend,7,167.0,171.0,167,171,4,2.187024062122743,0.002,1.0,1,ok
frontend,1,0.0,139.0,0,139,139,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.170439139402994,0.002,1.0,1,ok
frontend,3,142.0,150.0,142,150,8,8.20467645081865,0.002,1.0,1,ok
frontend,4,150.0,155.0,150,155,5,6.73391509013143,0.002,1.0,1,ok
frontend,5,155.0,163.0,155,163,8,4.801319431650006,0.002,1.0,1,ok
frontend,6,163.0,167.0,163,167,4,4.2787405553273015,0.002,1.0,1,ok
frontend,7,167.0,171.0,167,171,4,2.078406121457251,0.002,1.0,1,ok
frontend,8,171.0,176.0,171,176,5,2.4914395338336504,0.002,1.0,1,ok
frontend,1,0.0,139.0,0,139,139,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.113634865818977,0.002,1.0,1,ok
frontend,3,142.0,150.0,142,150,8,8.27478668902707,0.002,1.0,1,ok
frontend,4,150.0,155.0,150,155,5,6.801253220652535,0.002,1.0,1,ok
frontend,5,155.0,163.0,155,163,8,4.732882047490174,0.002,1.0,1,ok
frontend,6,163.0,167.0,163,167,4,4.521455958138277,0.002,1.0,1,ok
frontend,7,167.0,171.0,167,171,4,2.160247752506539,0.002,1.0,1,ok
frontend,8,171.0,176.0,171,176,5,1.9877020074154566,0.002,1.0,1,ok
frontend,1,0.0,139.0,0,139,139,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.114284796008134,0.002,1.0,1,ok
frontend,3,142.0,150.0,142,150,8,8.283189774752202,0.002,1.0,1,ok
frontend,4,150.0,155.0,150,155,5,6.810766928666999,0.002,1.0,1,ok
frontend,5,155.0,163.0,155,163,8,4.740273552050851,0.002,1.0,1,ok
frontend,6,163.0,167.0,163,167,4,4.6339603687399835,0.002,1.0,1,ok
frontend,7,167.0,171.0,167,171,4,2.1890880608709975,0.002,1.0,1,ok
frontend,8,171.0,176.0,171,176,5,2.0465662898964143,0.002,1.0,1,ok
frontend,1,0.0,139.0,0,139,139,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.109092654482721,0.002,1.0,1,ok
frontend,3,142.0,150.0,142,150,8,8.315077710659606,0.002,1.0,1,ok
frontend,4,150.0,155.0,150,155,5,6.794591725801566,0.002,1.0,1,ok
frontend,5,155.0,163.0,155,163,8,4.778229979706259,0.002,1.0,1,ok
frontend,6,163.0,171.0,163,171,8,6.74297114471106,0.002,1.0,1,ok
frontend,7,171.0,176.0,171,176,5,2.0498286009682967,0.002,1.0,1,ok
frontend,8,176.0,181.0,176,181,5,1.3414554807079682,0.002,1.0,1,ok
frontend,1,0.0,139.0,0,139,139,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.1042731596657935,0.002,1.0,1,ok
frontend,3,142.0,150.0,142,150,8,8.292475631737686,0.002,1.0,1,ok
frontend,4,150.0,155.0,150,155,5,6.800796709200722,0.002,1.0,1,ok
frontend,5,155.0,163.0,155,163,8,4.7511875173638725,0.002,1.0,1,ok
frontend,6,163.0,171.0,163,171,8,6.7497234053978525,0.002,1.0,1,ok
frontend,7,171.0,176.0,171,176,5,2.0443108092319306,0.002,1.0,1,ok
frontend,8,176.0,181.0,176,181,5,1.3358007352842924,0.002,1.0,1,ok
frontend,1,0.0,139.0,0,139,139,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.106163206700021,0.002,1.0,1,ok
frontend,3,142.0,150.0,142,150,8,8.285465130004747,0.002,1.0,1,ok
frontend,4,150.0,155.0,150,155,5,6.8039905576298,0.002,1.0,1,ok
frontend,5,155.0,163.0,155,163,8,4.741757086421358,0.002,1.0,1,ok
frontend,6,163.0,171.0,163,171,8,6.75493973517456,0.002,1.0,1,ok
frontend,7,171.0,176.0,171,176,5,2.0441052717476955,0.002,1.0,1,ok
frontend,8,176.0,181.0,176,181,5,1.3398359688953017,0.002,1.0,1,ok
frontend,1,0.0,139.0,0,139,139,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.210659908893081,0.002,1.0,1,ok
frontend,3,142.0,150.0,142,150,8,8.202664501581118,0.002,1.0,1,ok
frontend,4,150.0,155.0,150,155,5,6.770387757300204,0.002,1.0,1,ok
frontend,5,155.0,163.0,155,163,8,4.784519976774983,0.002,1.0,1,ok
frontend,6,163.0,176.0,163,176,13,8.441494593716465,0.002,1.0,1,ok
frontend,7,176.0,181.0,176,181,5,1.374512280903781,0.002,1.0,1,ok
frontend,8,181.0,186.0,181,186,5,1.498428228714803,0.002,1.0,1,ok
frontend,1,0.0,139.0,0,139,139,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.146898893794124,0.002,1.0,1,ok
frontend,3,142.0,150.0,142,150,8,8.271286549353771,0.002,1.0,1,ok
frontend,4,150.0,155.0,150,155,5,6.7909615103735845,0.002,1.0,1,ok
frontend,5,155.0,163.0,155,163,8,4.743736158155908,0.002,1.0,1,ok
frontend,6,163.0,176.0,163,176,13,8.472419369540825,0.002,1.0,1,ok
frontend,7,176.0,181.0,176,181,5,1.365719610486701,0.002,1.0,1,ok
frontend,8,181.0,186.0,181,186,5,1.3971626288832737,0.002,1.0,1,ok
frontend,1,0.0,139.0,0,139,139,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.127379840094902,0.002,1.0,1,ok
frontend,3,142.0,150.0,142,150,8,8.28668521367886,0.002,1.0,1,ok
frontend,4,150.0,155.0,150,155,5,6.800204077125254,0.002,1.0,1,ok
frontend,5,155.0,163.0,155,163,8,4.734886361663224,0.002,1.0,1,ok
frontend,6,163.0,176.0,163,176,13,8.540232955098265,0.002,1.0,1,ok
frontend,7,176.0,181.0,176,181,5,1.3605557153574712,0.002,1.0,1,ok
frontend,8,181.0,186.0,181,186,5,1.3390706757282598,0.002,1.0,1,ok
frontend,1,0.0,139.0,0,139,139,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.120895667554618,0.002,1.0,1,ok
frontend,3,142.0,150.0,142,150,8,8.286679944933324,0.002,1.0,1,ok
frontend,4,150.0,155.0,150,155,5,6.800780105044753,0.002,1.0,1,ok
frontend,5,155.0,163.0,155,163,8,4.734459852233101,0.002,1.0,1,ok
frontend,6,163.0,176.0,163,176,13,8.535966219193279,0.002,1.0,1,ok
frontend,7,176.0,181.0,176,181,5,1.3623557082343256,0.002,1.0,1,ok
frontend,8,181.0,186.0,181,186,5,1.3360149229858305,0.002,1.0,1,ok
frontend,1,0.0,139.0,0,139,139,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.116710660294808,0.002,1.0,1,ok
frontend,3,142.0,150.0,142,150,8,8.287996832460095,0.002,1.0,1,ok
frontend,4,150.0,155.0,150,155,5,6.7989231878607255,0.002,1.0,1,ok
frontend,5,155.0,163.0,155,163,8,4.737929607692294,0.002,1.0,1,ok
frontend,6,163.0,176.0,163,176,13,8.532808444799555,0.002,1.0,1,ok
frontend,7,176.0,181.0,176,181,5,1.3611819488862145,0.002,1.0,1,ok
frontend,8,181.0,186.0,181,186,5,1.3369147628323044,0.002,1.0,1,ok
frontend,1,0.0,139.0,0,139,139,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.1108635265691005,0.002,1.0,1,ok
frontend,3,142.0,150.0,142,150,8,8.304634352590908,0.002,1.0,1,ok
frontend,4,150.0,155.0,150,155,5,6.7902529545994845,0.002,1.0,1,ok
frontend,5,155.0,163.0,155,163,8,4.777174246158765,0.002,1.0,1,ok
frontend,6,163.0,176.0,163,176,13,8.461299193260857,0.002,1.0,1,ok
frontend,7,176.0,181.0,176,181,5,1.3726900486993223,0.002,1.0,1,ok
frontend,8,181.0,186.0,181,186,5,1.3273573850023068,0.002,1.0,1,ok
frontend,9,186.0,191.0,186,191,5,4.024972179718927,0.002,1.0,1,ok
frontend,1,0.0,139.0,0,139,139,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.110424636356645,0.002,1.0,1,ok
frontend,3,142.0,150.0,142,150,8,8.2944853305091,0.002,1.0,1,ok
frontend,4,150.0,155.0,150,155,5,6.794710759770087,0.002,1.0,1,ok
frontend,5,155.0,163.0,155,163,8,4.749574792823114,0.002,1.0,1,ok
frontend,6,163.0,176.0,163,176,13,8.50762868276638,0.002,1.0,1,ok
frontend,7,176.0,181.0,176,181,5,1.3586523474356937,0.002,1.0,1,ok
frontend,8,181.0,186.0,181,186,5,1.3377463496213635,0.002,1.0,1,ok
frontend,9,186.0,191.0,186,191,5,3.831504133950702,0.002,1.0,1,ok
frontend,1,0.0,139.0,0,139,139,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.110517215760432,0.002,1.0,1,ok
frontend,3,142.0,150.0,142,150,8,8.289612304247523,0.002,1.0,1,ok
frontend,4,150.0,155.0,150,155,5,6.798285159185386,0.002,1.0,1,ok
frontend,5,155.0,163.0,155,163,8,4.741612723972633,0.002,1.0,1,ok
frontend,6,163.0,176.0,163,176,13,8.533110318350316,0.002,1.0,1,ok
frontend,7,176.0,181.0,176,181,5,1.3575837693798027,0.002,1.0,1,ok
frontend,8,181.0,186.0,181,186,5,1.3374762554675415,0.002,1.0,1,ok
frontend,9,186.0,191.0,186,191,5,3.8058109897606736,0.002,1.0,1,ok
frontend,1,0.0,139.0,0,139,139,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.106309648693346,0.002,1.0,1,ok
frontend,3,142.0,150.0,142,150,8,8.306458862115445,0.002,1.0,1,ok
frontend,4,150.0,155.0,150,155,5,6.786857715233224,0.002,1.0,1,ok
frontend,5,155.0,163.0,155,163,8,4.781784675039704,0.002,1.0,1,ok
frontend,6,163.0,176.0,163,176,13,8.45708930155707,0.002,1.0,1,ok
frontend,7,176.0,186.0,176,186,10,2.725638808257823,0.002,1.0,1,ok
frontend,8,186.0,191.0,186,191,5,3.7950394715220086,0.002,1.0,1,ok
frontend,9,191.0,194.0,191,194,3,5.8352008200067615,0.002,1.0,1,ok
frontend,1,0.0,139.0,0,139,139,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.107638517957944,0.002,1.0,1,ok
frontend,3,142.0,150.0,142,150,8,8.294504072889485,0.002,1.0,1,ok
frontend,4,150.0,155.0,150,155,5,6.796355199804633,0.002,1.0,1,ok
frontend,5,155.0,163.0,155,163,8,4.761685646668968,0.002,1.0,1,ok
frontend,6,163.0,176.0,163,176,13,8.524312028774748,0.002,1.0,1,ok
frontend,7,176.0,186.0,176,186,10,2.6943592777688776,0.002,1.0,1,ok
frontend,8,186.0,191.0,186,191,5,3.7957211642440263,0.002,1.0,1,ok
frontend,9,191.0,194.0,191,194,3,5.944161792869533,0.002,1.0,1,ok
frontend,1,0.0,139.0,0,139,139,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.109141223295297,0.002,1.0,1,ok
frontend,3,142.0,150.0,142,150,8,8.288437822063223,0.002,1.0,1,ok
frontend,4,150.0,155.0,150,155,5,6.7980833756599095,0.002,1.0,1,ok
frontend,5,155.0,163.0,155,163,8,4.746434499197696,0.002,1.0,1,ok
frontend,6,163.0,176.0,163,176,13,8.544113610480533,0.002,1.0,1,ok
frontend,7,176.0,186.0,176,186,10,2.6872088038164987,0.002,1.0,1,ok
frontend,8,186.0,191.0,186,191,5,3.791884654657456,0.002,1.0,1,ok
frontend,9,191.0,194.0,191,194,3,5.948313953526842,0.002,1.0,1,ok
frontend,1,0.0,139.0,0,139,139,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.105736144195634,0.002,1.0,1,ok
frontend,3,142.0,150.0,142,150,8,8.299870086249069,0.002,1.0,1,ok
frontend,4,150.0,155.0,150,155,5,6.7876935202745745,0.002,1.0,1,ok
frontend,5,155.0,163.0,155,163,8,4.773565126935706,0.002,1.0,1,ok
frontend,6,163.0,176.0,163,176,13,8.492353140212883,0.002,1.0,1,ok
frontend,7,176.0,191.0,176,191,15,6.373392340002828,0.002,1.0,1,ok
frontend,8,191.0,194.0,191,194,3,5.9425447786060595,0.002,1.0,1,ok
frontend,9,194.0,197.0,194,197,3,6.796738904068528,0.002,1.0,1,ok
frontend,1,0.0,139.0,0,139,139,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.105500760263615,0.002,1.0,1,ok
frontend,3,142.0,150.0,142,150,8,8.295596911901676,0.002,1.0,1,ok
frontend,4,150.0,155.0,150,155,5,6.792683448201042,0.002,1.0,1,ok
frontend,5,155.0,163.0,155,163,8,4.760452021379005,0.002,1.0,1,ok
frontend,6,163.0,176.0,163,176,13,8.521324802837256,0.002,1.0,1,ok
frontend,7,176.0,191.0,176,191,15,6.34983507122097,0.002,1.0,1,ok
frontend,8,191.0,194.0,191,194,3,5.944925167897365,0.002,1.0,1,ok
frontend,9,194.0,197.0,194,197,3,6.8985993249818796,0.002,1.0,1,ok
frontend,1,0.0,139.0,0,139,139,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.106404276546188,0.002,1.0,1,ok
frontend,3,142.0,150.0,142,150,8,8.291800097715113,0.002,1.0,1,ok
frontend,4,150.0,155.0,150,155,5,6.795407891592681,0.002,1.0,1,ok
frontend,5,155.0,163.0,155,163,8,4.752879544379985,0.002,1.0,1,ok
frontend,6,163.0,176.0,163,176,13,8.536782024227541,0.002,1.0,1,ok
frontend,7,176.0,191.0,176,191,15,6.347314644531402,0.002,1.0,1,ok
frontend,8,191.0,194.0,191,194,3,5.945390292364857,0.002,1.0,1,ok
frontend,9,194.0,197.0,194,197,3,6.894437663372786,0.002,1.0,1,ok
frontend,1,0.0,139.0,0,139,139,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.106776651434573,0.002,1.0,1,ok
frontend,3,142.0,150.0,142,150,8,8.291172205749525,0.002,1.0,1,ok
frontend,4,150.0,155.0,150,155,5,6.796044324407056,0.002,1.0,1,ok
frontend,5,155.0,163.0,155,163,8,4.751386021307425,0.002,1.0,1,ok
frontend,6,163.0,176.0,163,176,13,8.535685739135715,0.002,1.0,1,ok
frontend,7,176.0,191.0,176,191,15,6.34769794318098,0.002,1.0,1,ok
frontend,8,191.0,194.0,191,194,3,5.946323615628781,0.002,1.0,1,ok
frontend,9,194.0,197.0,194,197,3,6.887806357862699,0.002,1.0,1,ok
frontend,1,0.0,139.0,0,139,139,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.106970339822151,0.002,1.0,1,ok
frontend,3,142.0,150.0,142,150,8,8.290754948458769,0.002,1.0,1,ok
frontend,4,150.0,155.0,150,155,5,6.796358995869092,0.002,1.0,1,ok
frontend,5,155.0,163.0,155,163,8,4.750267058280702,0.002,1.0,1,ok
frontend,6,163.0,176.0,163,176,13,8.534333017800146,0.002,1.0,1,ok
frontend,7,176.0,191.0,176,191,15,6.348155136112002,0.002,1.0,1,ok
frontend,8,191.0,194.0,191,194,3,5.945776547262232,0.002,1.0,1,ok
frontend,9,194.0,197.0,194,197,3,6.882530697675965,0.002,1.0,1,ok
frontend,1,0.0,139.0,0,139,139,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.096756623657785,0.002,1.0,1,ok
frontend,3,142.0,150.0,142,150,8,8.266600885080098,0.002,1.0,1,ok
frontend,4,150.0,155.0,150,155,5,6.7720203041514,0.002,1.0,1,ok
frontend,5,155.0,163.0,155,163,8,4.7573972275508725,0.002,1.0,1,ok
frontend,6,163.0,176.0,163,176,13,8.510103485661098,0.002,1.0,1,ok
frontend,7,176.0,191.0,176,191,15,6.346268748986279,0.002,1.0,1,ok
frontend,8,191.0,194.0,191,194,3,5.955363540477642,0.002,1.0,1,ok
frontend,9,194.0,197.0,194,197,3,6.911044498297021,0.002,1.0,1,ok
frontend,10,197.0,202.0,197,202,5,6.324571953424408,0.002,1.0,1,ok
frontend,1,0.0,139.0,0,139,139,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.086563232484921,0.002,1.0,1,ok
frontend,3,142.0,150.0,142,150,8,8.24251568076496,0.002,1.0,1,ok
frontend,4,150.0,155.0,150,155,5,6.747775069745298,0.002,1.0,1,ok
frontend,5,155.0,163.0,155,163,8,4.75489014109873,0.002,1.0,1,ok
frontend,6,163.0,176.0,163,176,13,8.50484661132897,0.002,1.0,1,ok
frontend,7,176.0,191.0,176,191,15,6.353951043879209,0.002,1.0,1,ok
frontend,8,191.0,194.0,191,194,3,5.94958929667623,0.002,1.0,1,ok
frontend,9,194.0,197.0,194,197,3,6.868483618503667,0.002,1.0,1,ok
frontend,10,197.0,202.0,197,202,5,6.6086477716548675,0.002,1.0,1,ok
frontend,1,0.0,139.0,0,139,139,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.0763900444460335,0.002,1.0,1,ok
frontend,3,142.0,150.0,142,150,8,8.21849974557468,0.002,1.0,1,ok
frontend,4,150.0,155.0,150,155,5,6.723623174091224,0.002,1.0,1,ok
frontend,5,155.0,163.0,155,163,8,4.75503859039389,0.002,1.0,1,ok
frontend,6,163.0,176.0,163,176,13,8.498525605400506,0.002,1.0,1,ok
frontend,7,176.0,191.0,176,191,15,6.354815792793364,0.002,1.0,1,ok
frontend,8,191.0,194.0,191,194,3,5.940325380708267,0.002,1.0,1,ok
frontend,9,194.0,197.0,194,197,3,6.870980157647792,0.002,1.0,1,ok
frontend,10,197.0,202.0,197,202,5,6.63334373219624,0.002,1.0,1,ok
frontend,1,0.0,139.0,0,139,139,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.066237526761418,0.002,1.0,1,ok
frontend,3,142.0,150.0,142,150,8,8.194552113884967,0.002,1.0,1,ok
frontend,4,150.0,155.0,150,155,5,6.699563957190921,0.002,1.0,1,ok
frontend,5,155.0,163.0,155,163,8,4.770000934740972,0.002,1.0,1,ok
frontend,6,163.0,176.0,163,176,13,8.465850781655421,0.002,1.0,1,ok
frontend,7,176.0,191.0,176,191,15,6.348717565688623,0.002,1.0,1,ok
frontend,8,191.0,197.0,191,197,6,12.820078213910115,,,0,ok
frontend,9,197.0,202.0,197,202,5,6.495118821525284,0.002,1.0,1,ok
frontend,10,202.0,211.0,202,211,9,11.917888158045848,,,0,ok
frontend,1,0.0,139.0,0,139,139,,,,0,gap_too_large
frontend,2,139.0,142.0,139,142,3,5.056104916986092,0.002,1.0,1,ok
frontend,3,142.0,150.0,142,150,8,8.170673082568731,0.002,1.0,1,ok
frontend,4,150.0,155.0,150,155,5,6.675597283920149,0.002,1.0,1,ok
frontend,5,155.0,163.0,155,163,8,4.763631762687831,0.002,1.0,1,ok
frontend,6,163.0,176.0,163,176,13,8.471739779963007,0.002,1.0,1,ok
frontend,7,176.0,191.0,176,191,15,6.3662941769448524,0.002,1.0,1,ok
